,Time (sec),PT1 (psi),PT2 (psi),V (V),I (A),Flow Rate (GPM)
2224,60.831,40.6503,30.9647,18.2063,1.3518,27.9869
2225,61.128,40.6473,31.1132,18.2853,1.3564,27.8509
2226,61.426,40.6692,31.1433,18.2502,1.3445,27.7158
2227,61.724,40.6331,31.1958,18.2118,1.3363,23.6417
2228,62.022,40.7764,31.1396,18.3173,1.3483,27.4495
2229,62.321,40.7014,31.0869,18.342,1.3401,27.3178
2230,62.62,40.553,30.8632,18.2143,1.3445,27.1874
2231,62.919,40.7432,31.129,18.1984,1.3513,27.0582
2232,63.218,40.6804,31.179,18.2315,1.359,26.9302
2233,63.518,40.567,31.0944,18.3645,1.3527,26.803
2234,63.818,40.6839,31.2411,18.2622,1.3628,26.677
2235,64.118,40.3327,30.8525,18.2059,1.3675,28.4488
2236,64.419,40.7303,31.0392,18.0906,1.3795,26.4281
2237,64.72,40.5906,30.917,18.162,1.3404,28.1841
2238,65.021,40.3967,31.0104,18.2516,1.3594,26.1834
2239,65.324,40.7468,30.9866,18.3173,1.359,26.062
2240,65.627,40.6612,31.27,18.1828,1.3524,27.7946
2241,65.929,40.7243,31.1728,18.3245,1.3462,27.6673
2242,66.231,40.4605,31.0613,18.2155,1.3608,29.3772
2243,66.535,40.4675,31.0969,18.2254,1.3561,29.243
2244,66.838,40.6847,31.1195,18.222,1.3473,27.291
2245,67.142,40.6647,31.0193,18.2826,1.3543,28.9786
2246,67.446,40.7691,31.1886,18.3081,1.3497,27.045
2247,67.75,40.6992,31.0307,18.2147,1.3422,28.7186
2248,68.055,40.8497,31.2106,18.2738,1.3452,28.5899
2249,68.36,40.6787,30.9866,18.1301,1.3602,26.6834
2250,68.665,40.5949,31.0375,18.2769,1.3487,28.3359
2251,68.97,40.6507,31.0952,18.3158,1.3507,28.2106
2252,69.275,40.6158,31.0602,18.2726,1.354,28.0864
2253,69.581,40.674,31.2276,18.2646,1.3532,27.9628
2254,69.888,40.6211,30.9272,18.2642,1.3437,27.84
2255,70.194,40.5246,30.8458,18.2909,1.3449,27.7187
2256,70.501,40.7896,31.0231,18.2297,1.3668,27.598
2257,70.808,40.6606,31.1519,18.2874,1.3647,27.4783
2258,71.115,40.7122,31.1195,18.2165,1.349,27.3597
2259,71.425,40.738,31.0952,18.3448,1.3574,27.2409
2260,71.733,40.6158,30.9921,18.3445,1.3497,27.124
2261,72.041,40.5897,30.9459,18.3306,1.3531,27.008
2262,72.35,40.4403,30.976,18.2183,1.3705,28.5734
2263,72.659,40.674,31.2021,18.2782,1.3554,26.7783
2264,72.968,40.5635,30.9153,18.2458,1.345,26.6649
2265,73.277,40.6451,30.9715,18.3284,1.3497,26.5524
2266,73.587,40.7587,31.2335,18.3133,1.3615,26.4406
2267,73.897,40.927,31.2606,18.3669,1.349,29.6209
2268,74.207,40.5229,31.0575,18.3228,1.3458,26.2197
2269,74.518,40.4489,30.8097,18.3173,1.3629,26.1102
2270,74.83,40.4219,31.0053,18.1824,1.3527,27.6265
2271,75.142,40.5522,31.061,18.2704,1.3446,25.8934
2272,75.454,40.6124,31.0506,18.2723,1.3527,27.398
2273,75.766,40.7686,31.2141,18.3622,1.3488,25.6802
2274,76.079,40.5355,30.9578,18.2043,1.3491,25.5745
2275,76.392,40.5373,31.0256,18.2563,1.3579,27.0616
2276,76.705,40.6546,30.9764,18.3572,1.3503,28.5365
2277,77.019,40.4465,30.951,18.3121,1.3705,28.4202
2278,77.333,40.6752,30.9951,18.2297,1.3484,26.7323
2279,77.647,40.6721,30.9917,18.186,1.3553,26.6242
2280,77.961,40.5163,31.1326,18.2786,1.3575,26.517
2281,78.275,40.738,31.1358,18.4418,1.3558,26.4106
2282,78.59,40.6818,30.9035,18.4238,1.3552,27.8521
2283,78.905,40.6348,31.1797,18.2463,1.351,26.1997
2284,79.22,40.3767,30.9798,18.335,1.3429,29.1656
2285,79.537,40.5914,31.1563,18.2869,1.3499,27.5204
2286,79.853,40.6979,31.1132,18.2418,1.3509,27.4115
2287,80.169,40.6294,31.2531,18.172,1.3496,27.3035
2288,80.486,40.8131,31.3328,18.1445,1.3503,28.7068
2289,80.803,40.5948,30.9577,18.2342,1.3503,27.0893
2290,81.12,40.6665,31.0749,18.3567,1.3515,26.9834
2291,81.438,40.7206,31.055,18.1197,1.3573,28.3713
2292,81.756,40.5418,30.9973,18.2449,1.3671,26.7735
2293,82.074,40.6211,31.1715,18.1285,1.3526,26.6698
2294,82.394,40.5848,31.2847,18.3,1.3457,28.0421
2295,82.713,40.6525,31.0813,18.429,1.367,29.4041
2296,83.034,40.4168,31.2005,18.2387,1.3419,26.3614
2297,83.354,40.5931,31.1151,18.3835,1.354,27.7191
2298,83.675,40.436,30.9527,18.2718,1.3432,26.1595
2299,83.995,40.6857,31.1715,18.2546,1.3556,28.9553
2300,84.316,40.4273,30.9662,18.2474,1.347,25.9606
2301,84.637,40.7223,31.1884,18.2992,1.3568,27.2989
2302,84.958,40.6525,31.2072,18.2323,1.3493,28.6271
2303,85.279,40.5425,31.0418,18.3649,1.357,27.0934
2304,85.601,40.6382,30.8923,18.2878,1.3707,25.5709
2305,85.924,40.6502,31.1986,18.2094,1.356,28.3053
2306,86.246,40.8532,31.3769,18.3489,1.3567,28.1996
2307,86.569,40.7826,31.1954,18.2559,1.3456,28.0944
2308,86.892,40.5547,30.9779,18.186,1.3452,27.99
2309,87.216,40.6577,30.9272,18.3668,1.3624,27.886
2310,87.54,40.5126,30.82,18.3101,1.3738,25.0045
2311,87.864,40.5659,30.999,18.2154,1.3581,26.2963
2312,88.188,40.5421,31.1088,18.275,1.3578,27.5786
2313,88.513,40.7276,31.0732,18.2391,1.357,27.4774
2314,88.839,40.6158,31.231,18.2235,1.3487,27.3765
2315,89.164,40.6954,31.175,18.2355,1.357,27.2767
2316,89.49,40.6382,31.0971,18.2732,1.3364,27.1774
2317,89.817,40.6416,31.1694,18.2799,1.3474,27.0784
2318,90.143,40.6385,31.2016,18.2409,1.3523,26.9805
2319,90.47,40.5094,30.9255,18.3145,1.3497,26.883
2320,90.798,40.7084,31.063,18.2243,1.3348,28.1252
2321,91.125,40.5694,30.9577,18.2704,1.3436,26.6898
2322,91.454,40.6507,31.1512,18.3303,1.3541,26.5937
2323,91.782,40.7363,31.08,18.3452,1.346,26.4987
2324,92.11,40.6682,31.0206,18.3201,1.3447,27.7246
2325,92.439,40.7828,31.2301,18.2371,1.3513,26.3104
2326,92.768,40.5827,30.7592,18.2889,1.3509,27.5279
2327,93.097,40.7972,31.2038,18.202,1.3544,27.4306
2328,93.427,40.5949,30.8087,18.3476,1.3451,26.0321
2329,93.757,40.5349,31.0162,18.2867,1.3593,27.2375
2330,94.087,40.7484,31.0541,18.2921,1.3579,27.142
2331,94.418,40.6663,31.0952,18.2718,1.3586,28.3348
2332,94.749,40.7118,31.1959,18.3704,1.3535,26.9524
2333,95.08,40.5298,31.0592,18.2337,1.3396,26.8585
2334,95.412,40.6726,31.116,18.3984,1.352,28.0396
2335,95.745,40.6193,31.1023,18.2268,1.3578,26.672
2336,96.077,40.6527,31.1275,18.275,1.3399,26.5798
2337,96.41,40.6246,31.1038,18.1401,1.3656,25.2267
2338,96.743,40.6996,31.3277,18.2822,1.3517,27.6538
2339,97.076,40.6961,31.0324,18.2522,1.3516,27.559
2340,97.411,40.7346,31.1246,18.226,1.3367,26.2158
2341,97.745,40.6731,31.0042,18.3065,1.3401,27.3703
2342,98.079,40.5146,30.8895,18.4074,1.3291,28.517
2343,98.414,40.4902,30.9915,18.2886,1.3689,27.1843
2344,98.749,40.7862,31.0868,18.3476,1.3485,27.0921
2345,99.084,40.5126,31.1487,18.1941,1.3669,27.0005
2346,99.421,40.5408,30.8441,18.2446,1.3685,28.1321
2347,99.758,40.8137,31.0334,18.3763,1.358,26.818
2348,100.094,40.6023,31.2106,18.2327,1.3545,27.9429
2349,100.432,40.6391,31.1495,18.2574,1.3303,27.8489
2350,100.77,40.612,31.1309,18.3129,1.3544,26.5487
2351,101.108,40.6542,31.0888,18.2331,1.3469,27.6627
2352,101.447,40.5814,31.0526,18.2299,1.378,27.5703
2353,101.786,40.6106,31.0888,18.2283,1.3364,27.4784
2354,102.125,40.6263,31.0982,18.2418,1.3434,27.3872
2355,102.465,40.5879,31.0324,18.2111,1.3423,28.4831
2356,102.806,40.6944,31.0715,18.2279,1.3513,27.2058
2357,103.147,40.656,31.0935,18.3372,1.3533,25.9369
2358,103.489,40.7694,31.1665,18.338,1.3321,25.8512
2359,103.831,40.649,31.1621,18.3823,1.3331,25.766
2360,104.172,40.6281,31.1884,18.281,1.3333,25.6817
2361,104.514,40.6665,31.149,18.3831,1.3434,25.5977
2362,104.856,40.6176,31.085,18.2103,1.3479,27.8336
2363,105.198,40.5844,30.8651,18.3739,1.3542,26.5872
2364,105.541,40.5792,30.9365,18.3077,1.3565,26.5008
2365,105.884,40.7188,31.1245,18.2159,1.3597,27.5634
2366,106.227,40.6804,31.2242,18.261,1.339,27.4744
2367,106.571,40.649,31.0223,18.3867,1.3573,27.3857
2368,106.916,40.6139,31.2581,18.2881,1.3472,27.2974
2369,107.26,40.7516,31.1682,18.2522,1.3555,27.2098
2370,107.606,40.6001,31.0579,18.2411,1.3534,27.1223
2371,107.952,40.5495,31.085,18.413,1.349,25.9089
2372,108.297,40.6141,31.102,18.2841,1.3557,26.9493
2373,108.643,40.5914,30.9323,18.3696,1.3578,26.8634
2374,108.989,40.8026,31.2446,18.2977,1.3576,27.8939
2375,109.335,40.5418,31.1328,18.2913,1.3471,27.8056
2376,109.682,40.5931,30.9816,18.2826,1.3604,26.609
2377,110.029,40.5751,31.0155,18.1752,1.3442,27.6303
2378,110.377,40.5751,31.2412,18.3073,1.3578,28.6449
2379,110.726,40.6682,31.0562,18.2083,1.3627,27.4563
2380,111.074,40.6525,31.3125,18.28,1.3588,27.3703
2381,111.423,40.4902,31.0087,18.333,1.3527,27.2846
2382,111.772,40.5281,31.1557,18.4146,1.366,26.1114
2383,112.121,40.5441,30.917,18.3105,1.3476,28.1993
2384,112.472,40.5984,31.1597,18.3177,1.355,28.1113
2385,112.822,40.6019,31.2072,18.3025,1.343,28.0241
2386,113.172,40.6263,30.9391,18.3224,1.3705,26.8629
2387,113.523,40.6246,31.1264,18.3077,1.3745,26.7799
2388,113.874,40.387,30.8899,18.3528,1.3582,27.7652
2389,114.226,40.6717,31.1309,18.3572,1.3668,27.6796
2390,114.578,40.7537,31.248,18.1962,1.3696,26.5333
2391,114.93,40.8201,31.1283,18.2506,1.3595,27.5101
2392,115.282,40.6663,31.046,18.2418,1.3538,27.4261
2393,115.635,40.649,31.1818,18.3436,1.3532,27.3424
2394,115.988,40.4989,31.1122,18.2832,1.354,27.2592
2395,116.341,40.6647,31.1733,18.2462,1.3565,29.2669
2396,116.697,40.6036,31.1054,18.2965,1.3481,27.0935
2397,117.051,40.6054,30.9934,18.2959,1.3606,27.0116
2398,117.406,40.6595,30.9986,18.1636,1.3592,29.0015
2399,117.762,40.5757,30.9951,18.2571,1.3509,26.8485
2400,118.117,40.5547,31.0341,18.2937,1.3519,27.7974
2401,118.473,40.6089,31.0493,18.1848,1.3559,26.6874
2402,118.83,40.6926,31.0206,18.1632,1.3503,27.6306
2403,119.186,40.6176,31.1699,18.2923,1.3417,26.5277
2404,119.543,40.6663,31.1122,18.3755,1.3495,28.483
2405,119.901,40.5582,30.9968,18.3484,1.3528,28.398
2406,120.258,40.7974,31.2166,18.3093,1.3552,27.3025
2407,120.616,40.6449,31.0935,18.2015,1.3341,28.2296
2408,120.974,40.6717,31.0935,18.3325,1.3686,26.1357
2409,121.332,44639.0,31.0,0.0,1.3463,27.4639
2410,190.824,40.56,31.0,0.0,1.3463,27.4639
2411,190.824,40.56,31.1512,18.2169,1.3433,26.7651
2412,191.252,40.6682,31.1767,18.224,1.3495,26.7052
2413,191.681,40.5565,30.9679,18.249,1.3366,26.6454
2414,192.111,40.6682,31.1396,18.336,1.3522,26.5858
2415,192.542,40.7188,31.0625,18.2127,1.3544,27.1578
