,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),,
432,102.916031,42.5031,35.2126,7.2905,3103.7802,25.2208,105.7203056,105.7203056,10.29,0.12,7.4134291937,3200,35.12,21.9285917956,3006.7627533082,4.876165279,1.7872046945,4.8138,2.0466,74.5962283714,34.3619645642,21.059514,0.460639436,0.6128728164,10.0867196588,42.5031,35.3243263832,4.8138,2.1450535805,25.4194381629,2887.7625872381,42.8987438,42.5031
433,103.112737,42.4542,35.2236,7.2306,3103.7802,25.2208,111.5053512,111.5053512,10.2622,0.109,7.4342295748,3200,35.12,21.9285917956,3006.7627533082,4.876165279,1.7872046945,4.8138,2.1707,73.9390750396,36.2422611712,22.27615754,0.490163843,0.6146459084,10.1199067027,42.4542,35.3116618093,4.8138,2.1415292934,25.4375255971,2905.5631664668,42.88480329,42.4542
434,103.34331,42.6521,35.2413,7.4108,3120.6481,25.6671,104.8625712,104.8625712,10.5098,0.117,7.4547228737,3200,35.12,21.7886625087,2970.7564814515,4.876165279,1.7872046945,4.8138,2.0282,77.2594084495,34.2684071305,21.31597636,0.4435499549,0.6220299729,10.1702701853,42.6521,35.2966862036,4.8138,2.135612316,25.4563315088,2910.1077104452,42.87390383,42.6521
435,103.593766,42.61,35.2615,7.3485,3120.6481,25.6671,105.0909896,105.0909896,10.6965,0.109,7.4730165727,3200,35.12,21.7886625087,2970.7564814515,4.9105543075,1.7339692351,4.8138,2.0331,76.563830377,34.3430527799,21.74705415,0.4485545278,0.6332300826,10.2329418408,42.61,35.2815684639,4.8138,2.128802022,25.4753669329,2908.1623684916,42.86792262,42.61
436,103.813277,42.4896,35.215,7.2746,3161.6711,25.3449,104.899864,104.899864,10.6669,0.113,7.487214668,3200,35.12,21.7886625087,2970.7564814515,4.9105543075,1.7339692351,4.8138,2.029,74.7879875478,34.7312354427,21.6431401,0.4643959088,0.6231606744,10.3027421516,42.4896,35.2679926342,4.8138,2.1229141702,25.4941444348,2912.8081477585,42.86770263,42.4896
437,104.046355,42.4866,35.1723,7.3143,3161.6711,25.3449,104.573552,104.573552,10.9584,0.109,7.4959788359,3200,35.12,21.505322099,2946.4754724814,4.9105543075,1.7339692351,4.8138,2.022,75.2256730106,34.6231969909,22.1578848,0.4602577233,0.6399722361,10.3755508363,42.4866,35.2569740117,4.8138,2.1194286238,25.5122013038,2928.8444938548,42.87279144,42.4866
438,104.290773,42.6228,35.2083,7.4145,3219.2158,25.5565,101.1985536,101.1985536,11.0893,0.115,7.4987063404,3200,35.12,21.505322099,2946.4754724814,4.9383407973,1.6909937543,4.8138,1.9496,76.9676286634,34.1155999708,21.61969928,0.4432460836,0.6337188646,10.4491775076,42.6228,35.2488168423,4.8138,2.1190056095,25.529116149,2951.8140365825,42.88156765,42.6228
439,104.514917,42.3974,35.0269,7.3705,3219.2158,25.5565,103.2869504,103.2869504,11.1529,0.108,7.4954433225,3200,35.12,21.505322099,2946.4754724814,4.9383407973,1.6909937543,4.8138,1.9944,76.4784865155,34.8196308811,22.24334376,0.4552866102,0.6388161849,10.5235784962,42.3974,35.2431113738,4.8138,2.121344949,25.5445188325,2977.2714640925,42.89159711,42.3974
440,104.742502,42.4933,35.135,7.3583,3270.7963,25.8682,99.2966208,99.2966208,11.3632,0.118,7.4867971939,3200,35.12,21.1395047953,2931.3093855318,4.9383407973,1.6909937543,4.8138,1.9088,77.2739768805,34.0107793947,21.69007616,0.4401323805,0.6377412263,10.6005431607,42.4933,35.2387886515,4.8138,2.1253047487,25.5580985069,3004.5851110676,42.90024026,42.4933
441,105.027645,42.6295,35.2786,7.3509,3270.7963,25.8682,102.2334288,102.2334288,11.4057,0.108,7.473793809,3200,35.12,21.1395047953,2931.3093855318,4.964073355,1.6727866314,4.8138,1.9718,77.1907087214,35.0166860228,22.48975926,0.4536386128,0.6422583578,10.6829260757,42.6295,35.2343151652,4.8138,2.1292040526,25.5696128227,3033.1083695488,42.90552032,42.6295
442,105.214161,42.5568,35.0391,7.5177,3309.123,25.8457,102.0189952,102.0189952,11.46,0.118,7.4577841747,3200,35.12,21.1395047953,2931.3093855318,4.964073355,1.6727866314,4.8257,1.9672,78.998845513,35.3526984992,22.544112,0.4475090524,0.6376914057,10.7736391395,42.5568,35.2281747372,4.8257,2.1312510927,25.5788978137,3059.9675986834,42.90677985,42.5568
443,105.455095,42.6301,35.2444,7.3857,3309.123,25.8457,97.3154408,97.3154408,11.4158,0.109,7.4405356666,3200,35.12,20.728850373,2925.0867869264,4.964073355,1.6727866314,4.9547,1.8663,77.5148135197,33.7227732069,21.30530754,0.4350494012,0.6317780394,10.8746379886,42.6301,35.2194673177,4.9547,2.1299946663,25.5858757085,3082.7164889658,42.90456187,42.6301
444,105.70011,42.4731,35.0226,7.4505,3313.5651,25.5998,101.6087744,101.6087744,11.4764,0.123,7.4242177135,3200,35.12,20.728850373,2925.0867869264,4.9830118903,1.6694186139,4.9547,1.9584,77.4989190555,35.2578103849,22.47538176,0.4549458343,0.6374582402,10.9860354821,42.4731,35.2081659908,4.9547,2.1246299877,25.5905573912,3100.6096419331,42.89985177,42.4731
445,105.930675,42.7731,35.2334,7.5397,3313.5651,25.5998,97.7769392,97.7769392,11.4579,0.109,7.4110390254,3200,35.12,20.728850373,2925.0867869264,4.9830118903,1.6694186139,4.9547,1.8762,78.4922236866,33.9281799498,21.49731198,0.4322489332,0.6336122955,11.1055735042,42.7731,35.1949380576,4.9547,2.1150579329,25.5930375859,3112.2758940619,42.89347305,42.7731
446,106.159854,42.6863,34.9976,7.6887,3345.9033,25.8168,94.6769752,94.6769752,11.9111,0.119,7.4028304527,3200,35.12,20.3302164073,2933.8534186348,4.9830118903,1.6694186139,4.9547,1.8097,80.8308573322,33.1731243822,21.55551767,0.4104017386,0.6497885885,11.2288066761,42.6863,35.1808059967,4.9547,2.1017647458,25.593483354,3117.1682770221,42.88608412,42.6863
447,106.416186,42.8256,35.2816,7.544,3345.9033,25.8168,96.20598,96.20598,11.8981,0.109,7.4009549994,3200,35.12,20.3302164073,2933.8534186348,4.9947391126,1.6578095146,4.9547,1.8425,79.2058625345,33.7088604078,21.92224925,0.4255854217,0.6503408595,11.3502443696,42.8256,35.1668489761,4.9547,2.0855792111,25.5921196057,3121.2963166592,42.87841928,42.8256
448,106.631317,42.5434,35.0208,7.5226,3401.8554,25.9209,99.4597768,99.4597768,12.0512,0.113,7.4063957159,3200,35.12,20.3302164073,2933.8534186348,4.9947391126,1.6578095146,4.9547,1.9123,79.2839479233,35.4316964997,23.04550976,0.4468962183,0.650420726,11.4651484681,42.5434,35.1540254061,4.9547,2.0673881692,25.5892161964,3134.1578019957,42.87132432,42.5434
449,106.869529,42.7529,35.1228,7.6301,3401.8554,25.9209,95.7304968,95.7304968,12.221,0.109,7.4195769305,3200,35.12,19.9549831034,2958.252923291,4.9947391126,1.6578095146,4.9547,1.8323,80.496051058,34.1031723327,22.3925383,0.4236626752,0.6566115927,11.5710415203,42.7529,35.1430905477,4.9547,2.0480284211,25.5850781589,3158.3408904675,42.86555295,42.7529
450,107.141887,42.8152,35.2059,7.6093,3450.979,25.2757,97.2035624,97.2035624,12.2331,0.124,7.4399680555,3200,35.12,19.9549831034,2958.252923291,4.9988000268,1.669654274,4.9547,1.8639,78.26372471,35.1279750483,22.80127509,0.4488410841,0.6490916444,11.6681909652,42.8152,35.1345046248,4.9547,2.02838025,25.5800368593,3188.1065279815,42.86160167,42.8152
451,107.343854,42.69,35.1265,7.5635,3450.979,25.2757,100.2522488,100.2522488,12.1997,0.109,7.4660187066,3200,35.12,19.9549831034,2958.252923291,4.9988000268,1.669654274,4.9547,1.9293,77.760166474,36.229726642,23.53688121,0.465916269,0.649656605,11.7590810483,42.69,35.1284011711,4.9547,2.0094293799,25.5744374727,3216.6129061962,42.85997311,42.69
452,107.57302,42.632,35.1472,7.4848,3466.9108,25.3625,94.6629904,94.6629904,12.5419,0.117,7.4955340852,3200,35.12,19.6643270281,2995.7253723292,4.9988000268,1.669654274,4.9547,1.8094,77.158948807,34.3677820103,22.69331386,0.4454153736,0.6603077805,11.8472422351,42.632,35.1247213513,4.9547,1.9922102851,25.5686196695,3240.2690677799,42.86179569,42.632
453,107.82986,42.7212,35.0758,7.6454,3466.9108,25.3625,98.490164,98.490164,12.5959,0.109,7.5260080706,3200,35.12,19.6643270281,2995.7253723292,4.9995544328,1.6985916289,4.9547,1.8915,78.9307648695,35.7572528843,23.82514485,0.4530204787,0.6663024402,11.9360492448,42.7212,35.1233247858,4.9547,1.9776828487,25.5628950925,3257.2712656211,42.8689836,42.7212
454,108.050211,42.5251,35.022,7.5031,3524.0146,25.3413,91.2740072,91.2740072,12.627,0.117,7.5547492997,3200,35.12,19.6643270281,2995.7253723292,4.9995544328,1.6985916289,4.9547,1.7367,77.2961788035,33.6832070012,21.9293109,0.4357680745,0.6510458134,12.0280909698,42.5251,35.1238852834,4.9547,1.9665238904,25.5575290027,3268.126566092,42.88343757,42.5251
