,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),eff (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
15,4.722251,41.495,35.3152,6.1798,3349.2016,25.603,61.8546496,61.8546496,12.8965,0.11,6.2946,3290.7219,35.2688,26.9047445163,3357.9135755437,0,1.0246,0,1.1056,63.3567010036,21.6941310091,14.2583704,0.342412573,0.6572455193,0.2250491294,13.0965,41.495,35.3152,0,0.9056,25.603,3349.2016,0.9056
16,4.93666,41.6037,35.4344,6.1693,3351.8564,25.6253,60.9782688,60.9782688,12.8935,0.122,6.2946,3290.7219,35.2688,26.9047445163,3357.9135755437,0,1.0246,0,1.0868,63.2948428216,21.4037126687,14.0126558,0.3381588723,0.6546834195,0.2213870068,13.0935,41.6037,35.4344,0,0.8868,25.6253,3351.8564,0.8868
17,5.182261,41.5506,35.4014,6.1492,3351.8564,25.6253,56.7968136,56.7968136,12.8969,0.109,6.2946,3290.7219,35.2688,26.8547155994,3347.130918559,0,1.0246,0,0.9971,63.0707922535,19.9359985568,12.85949899,0.3160892363,0.6450391212,0.2038899232,13.0969,41.5506,35.4014,0,0.7971,25.6253,3351.8564,0.7971
18,5.427066,41.5622,35.5615,6.0007,3348.6374,25.6616,62.1390072,62.1390072,12.8826,0.122,6.2946,3290.7219,35.2688,26.8547155994,3347.130918559,0,1.0246,0,1.1117,61.5024925509,21.7901917076,14.32158642,0.3542977009,0.6572492162,0.2328618862,13.0826,41.5622,35.5615,0,0.9117,25.6616,3348.6374,0.9117
19,5.658469,41.4284,35.3012,6.1272,3348.6374,25.6616,58.6428072,58.6428072,12.9544,0.108,6.2946,3290.7219,35.2688,26.8547155994,3347.130918559,0,1.0246,0,1.0367,62.9145595069,20.5641845395,13.42982648,0.3268589131,0.6530687591,0.2134613448,13.1544,41.4284,35.3012,0,0.8367,25.6616,3348.6374,0.8367
20,5.886784,41.5207,35.4637,6.057,3347.2275,25.6538,58.1766472,58.1766472,12.9455,0.122,6.2946,3290.7219,35.2688,26.8225832563,3355.0041717544,0,1.0246,0,1.0267,62.1120609853,20.3921274619,13.29114485,0.3283118792,0.6517782352,0.2139865372,13.1455,41.5207,35.4637,0,0.8267,25.6538,3347.2275,0.8267
21,6.144236,41.6465,35.5523,6.0942,3347.2275,25.6538,56.4938096,56.4938096,12.8893,0.109,6.2946,3290.7219,35.2688,26.8225832563,3355.0041717544,0,1.0246,0,0.9906,62.5271829164,19.8022578065,12.76814058,0.3166983843,0.6447820599,0.2042014366,13.0893,41.6465,35.5523,0,0.7906,25.6538,3347.2275,0.7906
22,6.36196,41.6086,35.5114,6.0972,3341.2065,25.5274,57.1231256,57.1231256,12.8531,0.124,6.2946,3290.7219,35.2688,26.8225832563,3355.0041717544,0,1.0246,0,1.0041,62.2524150275,19.9868290431,12.90579771,0.3210611032,0.6457151198,0.2073140087,13.0531,41.6086,35.5114,0,0.8041,25.5274,3341.2065,0.8041
23,6.607729,41.5549,35.658,5.8969,3341.2065,25.5274,58.9970888,58.9970888,12.9023,0.108,6.2946,3290.7219,35.2688,27.014013605,3368.1574792971,0,1.0246,0,1.0443,60.0282420172,20.6425106383,13.47387189,0.3438799796,0.6527244736,0.2244588786,13.1023,41.5549,35.658,0,0.8443,25.5274,3341.2065,0.8443
24,6.852787,41.5475,35.4063,6.1412,3347.0866,25.5761,58.4889744,58.4889744,12.95,0.123,6.2946,3290.7219,35.2688,27.014013605,3368.1574792971,0,1.0246,0,1.0334,62.8606946074,20.5007416499,13.38253,0.3261297346,0.6527827251,0.2128918569,13.15,41.5475,35.4063,0,0.8334,25.5761,3347.0866,0.8334
25,7.082727,41.649,35.523,6.126,3347.0866,25.5761,59.7196368,59.7196368,12.8972,0.109,6.2946,3290.7219,35.2688,27.014013605,3368.1574792971,0,1.0246,0,1.0598,62.6915886363,20.9320963143,13.66845256,0.3338900285,0.6529901427,0.2180268973,13.0972,41.649,35.523,0,0.8598,25.5761,3347.0866,0.8598
26,7.312223,41.6001,35.4924,6.1077,3338.5405,25.5981,57.7384568,57.7384568,12.8818,0.123,6.2946,3290.7219,35.2688,27.2076444724,3355.3431308676,0,1.0246,0,1.0173,62.5417447486,20.1860078895,13.10465514,0.3227605493,0.6491949875,0.2095345308,13.0818,41.6001,35.4924,0,0.8173,25.5981,3338.5405,0.8173
27,7.573058,41.5365,35.4032,6.1333,3338.5405,25.5981,59.1182904,59.1182904,12.8905,0.109,6.2946,3290.7219,35.2688,27.2076444724,3355.3431308676,0,1.0246,0,1.0469,62.8267997926,20.6684130918,13.49506445,0.3289744689,0.6529318139,0.2147978967,13.0905,41.5365,35.4032,0,0.8469,25.5981,3338.5405,0.8469
28,7.791326,41.5671,35.5175,6.0496,3347.3684,25.583,57.1091408,57.1091408,12.9531,0.122,6.2946,3290.7219,35.2688,27.2076444724,3355.3431308676,0,1.0246,0,1.0038,61.8582924455,20.018786864,13.00232178,0.3236233344,0.64950598,0.210195291,13.1531,41.5671,35.5175,0,0.8038,25.583,3347.3684,0.8038
29,8.034154,41.5304,35.4869,6.0435,3347.3684,25.583,57.4634224,57.4634224,12.9233,0.11,6.2946,3290.7219,35.2688,27.1916989815,3355.5233931689,0,1.0246,0,1.0114,61.7904092404,20.1429751768,13.07062562,0.3259886999,0.648892505,0.2115316241,13.1233,41.5304,35.4869,0,0.8114,25.583,3347.3684,0.8114
30,8.281998,41.4284,35.2328,6.1956,3348.7783,25.7106,58.6940848,58.6940848,12.9704,0.119,6.2946,3290.7219,35.2688,27.1916989815,3355.5233931689,0,1.0246,0,1.0378,63.7996715424,20.5830320099,13.46068112,0.3226197175,0.6539697899,0.2109835489,13.1704,41.4284,35.2328,0,0.8378,25.7106,3348.7783,0.8378
31,8.5082,41.498,35.2945,6.2035,3348.7783,25.7106,55.7572768,55.7572768,12.9254,0.11,6.2946,3290.7219,35.2688,27.1916989815,3355.5233931689,0,1.0246,0,0.9748,63.8880243464,19.5531426561,12.59967992,0.3060533309,0.6443813223,0.1972150501,13.1254,41.498,35.2945,0,0.7748,25.7106,3348.7783,0.7748
32,8.737659,41.5604,35.4655,6.0949,3350.7543,25.5389,58.5309288,58.5309288,12.901,0.124,6.2946,3290.7219,35.2688,27.1951609199,3358.3898138309,0,1.0246,0,1.0343,62.2549083263,20.5379275195,13.3435043,0.3299005343,0.6497006228,0.2143365826,13.101,41.5604,35.4655,0,0.8343,25.5389,3350.7543,0.8343
33,8.99836,41.4321,35.3598,6.0723,3350.7543,25.5389,56.9459848,56.9459848,12.9613,0.11,6.2946,3290.7219,35.2688,27.1951609199,3358.3898138309,0,1.0246,0,1.0003,62.0038401545,19.9817862509,12.96518839,0.3222669145,0.6488503193,0.2091029904,13.1613,41.4321,35.3598,0,0.8003,25.5389,3350.7543,0.8003
34,9.21766,41.5469,35.4863,6.0606,3350.7543,25.4931,59.2021992,59.2021992,12.9309,0.125,6.2946,3290.7219,35.2688,27.1951609199,3358.3898138309,0,1.0246,0,1.0487,61.7629013444,20.7734697038,13.56063483,0.3363421933,0.6527862232,0.2195595501,13.1309,41.5469,35.4863,0,0.8487,25.4931,3350.7543,0.8487
35,9.46251,41.6337,35.5474,6.0863,3350.7543,25.4931,58.750024,58.750024,12.8899,0.108,6.2946,3290.7219,35.2688,27.1653841007,3355.1527691593,0,1.0246,0,1.039,62.0478960594,20.6148058713,13.3926061,0.3322402077,0.6496595788,0.2158430334,13.0899,41.6337,35.5474,0,0.839,25.4931,3350.7543,0.839
36,9.70732,41.7388,35.5523,6.1865,3345.875,25.468,62.222916,62.222916,12.8977,0.116,6.2946,3290.7219,35.2688,27.1653841007,3355.1527691593,0,1.0246,0,1.1135,63.0968576299,21.8016161682,14.36158895,0.3455261797,0.6587396475,0.2276117938,13.0977,41.7388,35.5523,0,0.9135,25.468,3345.875,0.9135
37,9.929467,41.4137,35.4002,6.0135,3345.875,25.468,59.37934,59.37934,12.8985,0.108,6.2946,3290.7219,35.2688,27.1653841007,3355.1527691593,0,1.0246,0,1.0525,61.1802995805,20.805286255,13.57567125,0.3400651255,0.6525106689,0.2218961225,13.0985,41.4137,35.4002,0,0.8525,25.468,3345.875,0.8525
38,10.162871,41.6654,35.6085,6.0569,3343.3061,25.4103,56.9040304,56.9040304,12.8526,0.117,6.2946,3290.7219,35.2688,27.1661773176,3351.0284771321,0,1.0246,0,0.9994,61.5214021866,19.9226812184,12.84488844,0.3238333411,0.6447369357,0.208787316,13.0526,41.6654,35.6085,0,0.7994,25.4103,3343.3061,0.7994
39,10.445215,41.6459,35.5932,6.0527,3343.3061,25.4103,59.37934,59.37934,12.8114,0.108,6.2946,3290.7219,35.2688,27.1661773176,3351.0284771321,0,1.0246,0,1.0525,61.4749784475,20.7893123469,13.4839985,0.3381751872,0.6486024297,0.2193412481,13.054431137,41.5605458315,35.4645792735,0,0.8196792794,27.3330165573,3344.7968732498,0.8196792794
40,10.629808,41.5433,35.4759,6.0674,3343.392,25.7964,60.9083448,60.9083448,12.928,0.119,6.2946,3290.7219,35.2688,27.1661773176,3351.0284771321,0,1.0246,0,1.0853,62.5740196976,21.3251804132,14.0307584,0.3407992729,0.6579432449,0.2242265795,13.0667469001,41.5858887925,35.5008922839,0,0.8219560125,27.7699018279,3343.3537237203,0.8219560125
41,10.871464,41.6166,35.5792,6.0374,3343.392,25.7964,59.4212944,59.4212944,12.9026,0.109,6.2946,3290.7219,35.2688,27.1622489747,3351.5654558448,0,1.0246,0,1.0534,62.2373830519,20.80453553,13.59159884,0.334277158,0.6532997971,0.2183831995,13.0829833132,41.6047917224,35.529124847,0,0.8260659881,28.1205094137,3343.1427226863,0.8260659881
42,11.120369,41.4577,35.2725,6.1852,3341.8244,25.4333,60.7871432,60.7871432,12.9427,0.116,6.2946,3290.7219,35.2688,27.1622489747,3351.5654558448,0,1.0246,0,1.0827,62.9965062742,21.2727666693,14.01306129,0.3376816895,0.6587324304,0.22244188,13.0986892671,41.6140927379,35.5464110471,0,0.8315227164,28.3875186006,3343.2842241977,0.8315227164
43,11.342399,41.616,35.5957,6.0203,3341.8244,25.4333,60.241736,60.241736,12.9082,0.108,6.2946,3290.7219,35.2688,27.1622489747,3351.5654558448,0,1.0246,0,1.071,61.1721720596,21.081898675,13.8246822,0.3446321745,0.6557607744,0.2259962616,13.1107309004,41.6128272819,35.5506812836,0,0.8377556417,28.5746211016,3343.1096556204,0.8377556417
44,11.573209,41.5964,35.6305,5.9659,3338.841,25.3888,60.3629376,60.3629376,12.8661,0.117,6.2946,3290.7219,35.2688,27.1502203723,3351.2654804303,0,1.0246,0,1.0736,60.4643514745,21.1054551405,13.81304496,0.3490561732,0.6544774736,0.2284494024,13.1176540319,41.6019047331,35.5409787505,0,0.84424316,28.6864060923,3342.3629182121,0.84424316
45,11.853146,41.564,35.5627,6.0013,3338.841,25.3888,57.5053768,57.5053768,12.8362,0.109,6.2946,3290.7219,35.2688,27.1502203723,3351.2654804303,0,1.0246,0,1.0123,60.8553062028,20.1063301199,12.99408526,0.3303956775,0.6462683733,0.213524277,13.1194604968,41.5851446889,35.521602988,0,0.8505535934,28.7282305394,3341.1149656392,0.8505535934
46,12.042938,41.4223,35.5816,5.8407,3339.3554,25.4661,57.8223656,57.8223656,12.8836,0.115,6.2946,3290.7219,35.2688,27.1502203723,3351.2654804303,0,1.0246,0,1.0191,59.2615357619,20.2202776778,13.12967676,0.3412040781,0.6493321689,0.2215547841,13.1170278011,41.5686746681,35.5037441619,0,0.8562932078,28.7060817596,3339.7057531506,0.8562932078
47,12.28042,41.6618,35.5321,6.1297,3339.3554,25.4661,60.1158728,60.1158728,12.917,0.109,6.2946,3290.7219,35.2688,27.137911521,3349.2415272888,0,1.0246,0,1.0683,62.4629459036,21.022309071,13.7992311,0.3365564779,0.6564089156,0.2209186727,13.1115477494,41.5570941501,35.4992430786,0,0.8610112176,28.6264384347,3338.7528175644,0.8610112176
48,12.524992,41.6239,35.5859,6.038,3345.1413,25.5835,60.0739184,60.0739184,12.9065,0.113,6.2946,3290.7219,35.2688,27.137911521,3349.2415272888,0,1.0246,0,1.0674,61.7304095215,21.0440364338,13.7763981,0.3409022651,0.6546461817,0.2231703662,13.1042558815,41.5510558959,35.5121605068,0,0.8642151324,28.4961340349,3338.9218587787,0.8642151324
49,12.74856,41.5463,35.4826,6.0637,3345.1413,25.5835,62.2508856,62.2508856,12.8295,0.108,6.2946,3290.7219,35.2688,27.137911521,3349.2415272888,0,1.0246,0,1.1141,62.0164148442,21.8066332195,14.29334595,0.3516267955,0.6554586307,0.2304768179,13.0963814819,41.5497938668,35.5366580711,0,0.8655712099,28.3222252273,3340.5303928873,0.8655712099
50,12.97672,41.6483,35.5663,6.082,3344.0515,25.6042,57.5193616,57.5193616,12.9185,0.114,6.2946,3290.7219,35.2688,27.1603649197,3345.2566882218,0,1.0246,0,1.0126,62.2704116459,20.1426047977,13.0812731,0.3234699156,0.6494330416,0.2100720511,13.0890549795,41.5537530405,35.5614918957,0,0.8651359786,28.1118669133,3343.1480680036,0.8651359786
51,13.225091,41.7736,35.6354,6.1382,3344.0515,25.6042,57.328236,57.328236,12.8993,0.109,6.2946,3290.7219,35.2688,27.1603649197,3345.2566882218,0,1.0246,0,1.0085,62.896345671,20.0756748576,13.00894405,0.3191866657,0.6479953547,0.2068314766,13.0831266179,41.5636815816,35.576636891,0,0.8633718986,27.872194711,3345.2661658895,0.8633718986
52,13.443699,41.6795,35.6299,6.0496,3344.539,25.5686,62.5771976,62.5771976,12.8457,0.114,6.2946,3290.7219,35.2688,27.1603649197,3345.2566882218,0,1.0246,0,1.1211,61.8234740344,21.9169941755,14.40131427,0.3545092623,0.6570843682,0.2329424947,13.0790715884,41.5799104055,35.5787636561,0,0.8608999853,27.6102153032,3345.4474451715,0.8608999853
53,13.677135,41.4877,35.3818,6.1059,3344.539,25.5686,60.0739184,60.0739184,12.9661,0.109,6.2946,3290.7219,35.2688,27.1518431102,3342.8564851488,0,1.0246,0,1.0674,62.4496499759,21.0402474091,13.84001514,0.3369153777,0.6577876615,0.2216187784,13.0770231786,41.6025494526,35.5724196683,0,0.8582577064,27.3327052514,3344.3011550085,0.8582577064
54,13.926355,41.5793,35.5382,6.0411,3352.6181,25.425,59.053028,59.053028,12.9735,0.117,6.2946,3290.7219,35.2688,27.1518431102,3342.8564851488,0,1.0246,0,1.0455,61.382249944,20.7326527701,13.56379425,0.3377629981,0.6542237696,0.2209725819,13.0768791587,41.6287920414,35.5646785692,0,0.8558822318,27.0461190821,3343.9920277812,0.8558822318
55,14.14813,41.3917,35.1814,6.2103,3352.6181,25.425,58.0927384,58.0927384,12.9839,0.11,6.2946,3290.7219,35.2688,27.1518431102,3342.8564851488,0,1.0246,0,1.0249,63.2535453604,20.3955091636,13.30719911,0.3224405691,0.6524573132,0.2103787074,13.0785091008,41.6498767251,35.5575077833,0,0.8541544879,26.7565072716,3345.9881384421,0.8541544879
56,14.377579,41.7565,35.691,6.0655,3348.3835,25.5351,58.0414608,58.0414608,12.8738,0.124,6.2946,3290.7219,35.2688,27.1133131156,3342.9075656459,0,1.0246,0,1.0238,61.9190830447,20.3517680801,13.18019644,0.3286832924,0.6476192333,0.2128616218,13.0819505248,41.6543088055,35.5458352885,0,0.853295531,26.469445008,3349.6842927332,0.853295531
57,14.638752,41.4577,35.4307,6.027,3348.3835,25.5351,57.0532016,57.0532016,12.9326,0.108,6.2946,3290.7219,35.2688,27.1133131156,3342.9075656459,0,1.0246,0,1.0026,61.4914420549,20.0052429968,12.96622476,0.3253337754,0.6481413279,0.2108622652,13.0873378828,41.6365653106,35.5238664215,0,0.8532109797,26.1899737214,3352.2958212793,0.8532109797
58,14.856486,41.4632,35.3653,6.0979,3354.9399,25.5042,58.91318,58.91318,12.9655,0.115,6.2946,3290.7219,35.2688,27.1133131156,3342.9075656459,0,1.0246,0,1.0425,62.2036042102,20.6978782387,13.51653375,0.3327440347,0.6530395818,0.2172950253,13.0945999231,41.6024372957,35.4931651047,0,0.8534649076,25.9225574465,3351.6224940606,0.8534649076
59,15.095279,41.677,35.6323,6.0447,3354.9399,25.5042,60.474816,60.474816,12.8639,0.109,6.2946,3290.7219,35.2688,27.096683158,3343.1042073683,0,1.0246,0,1.076,61.6133971896,21.2465254477,13.8415564,0.3448361301,0.6514738814,0.2246517321,13.1032650078,41.5648112881,35.4629258957,0,0.8534355887,25.6710539468,3349.8363552297,0.8534355887
60,15.338913,41.5579,35.5376,6.0203,3346.749,25.7455,54.7736792,54.7736792,12.9065,0.12,6.2946,3290.7219,35.2688,27.096683158,3343.1042073683,0,1.0246,0,0.9537,61.9230754861,19.1965716258,12.30892905,0.3100067539,0.6412045489,0.1987777408,13.1125068092,41.5355123102,35.4432280641,0,0.852580275,25.4386991381,3350.7427923112,0.852580275
61,15.565273,41.5677,35.6274,5.9403,3346.749,25.7455,57.235004,57.235004,12.933,0.109,6.2946,3290.7219,35.2688,27.096683158,3343.1042073683,0,1.0246,0,1.0065,61.0271490507,20.0591939383,13.0170645,0.3286929547,0.6489325812,0.2132995675,13.121282039,41.5215852858,35.4405524181,0,0.8506100695,25.2281045382,3352.9592338648,0.8506100695
62,15.794678,41.7638,35.6171,6.1467,3352.2521,25.5495,58.750024,58.750024,12.965,0.123,6.2946,3290.7219,35.2688,27.1035705294,3343.2906919454,0,1.0246,0,1.039,62.8564434024,20.6240207685,13.470635,0.3281130725,0.6531527073,0.2143079416,13.1285301381,41.5250827642,35.457185822,0,0.8474514652,25.0412677421,3351.865023096,0.8474514652
63,16.05502,41.5371,35.5584,5.9787,3352.2521,25.5495,60.9922536,60.9922536,12.9252,0.108,6.2946,3290.7219,35.2688,27.1035705294,3343.2906919454,0,1.0246,0,1.0871,60.989321297,21.4111487846,14.05098492,0.3510638966,0.656246195,0.2303843463,13.1334801458,41.5435659677,35.4906138927,0,0.8431747645,24.8795931092,3348.3375285559,0.8431747645
64,16.275084,41.6648,35.6794,5.9854,3344.4956,25.6106,57.3142512,57.3142512,12.8194,0.123,6.2946,3290.7219,35.2688,27.1035705294,3343.2906919454,0,1.0246,0,1.0082,61.2098140501,20.0734430039,12.92451908,0.3279448454,0.6438615975,0.211151092,13.1358782397,41.5715676754,35.5333617171,0,0.8380750427,24.7439185233,3347.6854679889,0.8380750427
65,16.5155,41.7351,35.7221,6.013,3344.4956,25.6106,61.7847256,61.7847256,12.8455,0.108,6.2946,3290.7219,35.2688,27.1284906699,3344.1381786816,0,1.0246,0,1.1041,61.5172890915,21.6391585317,14.18271655,0.3517573491,0.6554190418,0.2305484647,13.1358850135,41.6021633123,35.5756088452,0,0.8327637543,24.6345470796,3349.8312368837,0.8327637543
66,16.764357,41.5274,35.515,6.0124,3340.8696,25.5849,57.7664264,57.7664264,12.9727,0.123,6.2946,3290.7219,35.2688,27.1284906699,3344.1381786816,0,1.0246,0,1.0179,61.448879529,20.2098757654,13.20491133,0.3288892478,0.6533890403,0.21489263,13.1337465229,41.6288390897,35.6098027897,0,0.8280807321,24.5512849597,3349.2117373797,0.8280807321
67,16.994623,41.5549,35.5743,5.9806,3340.8696,25.5849,55.7153224,55.7153224,12.8906,0.109,6.2946,3290.7219,35.2688,27.1284906699,3344.1381786816,0,1.0246,0,0.9739,61.0949703087,19.4922866811,12.55415534,0.3190489591,0.644057598,0.2054859062,13.1296551814,41.6471891354,35.6327277606,0,0.8248504764,24.4934854667,3344.4568169548,0.8248504764
68,17.224188,41.6459,35.5908,6.0551,3343.6235,25.6313,57.2070344,57.2070344,12.8837,0.118,6.2946,3290.7219,35.2688,27.1528951605,3345.7294594479,0,1.0246,0,1.0059,62.0364009235,20.0306674585,12.95971383,0.3228857116,0.646993609,0.2089049919,13.1239295538,41.6544421337,35.6432418357,0,0.8235678699,24.4600976039,3340.2962189917,0.8235678699
69,17.477596,41.6862,35.6091,6.0771,3343.6235,25.6313,55.3051016,55.3051016,12.8821,0.11,6.2946,3290.7219,35.2688,27.1528951605,3345.7294594479,0,1.0246,0,0.9651,62.2816878199,19.3647181771,12.43251471,0.3109215382,0.6420188818,0.1996174983,13.1171608374,41.6494405377,35.640742238,0,0.8241347155,24.4497179012,3340.1783180521,0.8241347155
70,17.694912,41.699,35.6983,6.0007,3342.1027,25.5322,62.3301328,62.3301328,12.8815,0.114,6.2946,3290.7219,35.2688,27.1528951605,3345.7294594479,0,1.0246,0,1.1158,61.19236292,21.8145601635,14.3731777,0.3564915477,0.6588800137,0.2348851558,13.1100908612,41.6354238338,35.6273450057,0,0.8258542901,24.460644587,3342.5601667552,0.8258542901
71,17.928634,41.6025,35.5101,6.0924,3342.1027,25.5322,59.1322752,59.1322752,12.851,0.109,6.2946,3290.7219,35.2688,27.1693482908,3346.6203805847,0,1.0246,0,1.0472,62.2108103273,20.6953606067,13.4575672,0.3326650223,0.6502697612,0.2163220046,13.1033824526,41.6208889356,35.6095897076,0,0.8277760157,24.4909325054,3344.0465999256,0.8277760157
72,18.177213,41.4241,35.5236,5.9005,3340.1564,25.1802,57.9016128,57.9016128,12.8657,0.116,6.2946,3290.7219,35.2688,27.1693482908,3346.6203805847,0,1.0246,0,1.0208,59.2512250347,20.2528469622,13.13330656,0.3418131347,0.6484671802,0.2216545996,13.0974616332,41.6143443523,35.5954236989,0,0.8291877282,24.5384464646,3343.2715886312,0.8291877282
73,18.399648,41.487,35.4515,6.0355,3340.1564,25.1802,55.7153224,55.7153224,12.9378,0.108,6.2946,3290.7219,35.2688,27.1693482908,3346.6203805847,0,1.0246,0,0.9739,60.7299042804,19.4881255193,12.60012342,0.3208983408,0.6465538929,0.2074780715,13.0924744986,41.6165900193,35.5882155987,0,0.829868172,24.6009106753,3341.4692941084,0.829868172
74,18.630121,41.5915,35.5346,6.0569,3346.9787,25.5989,60.1158728,60.1158728,12.9265,0.114,6.2946,3290.7219,35.2688,27.1700740359,3347.0975242275,0,1.0246,0,1.0683,61.9780255422,21.0703001799,13.80937995,0.3399640436,0.6553955014,0.2228109048,13.0883986456,41.6187613515,35.5840228554,0,0.8299378468,24.67595369,3340.4812072974,0.8299378468
75,18.909579,41.6117,35.4875,6.1242,3346.9787,25.5989,63.5607952,63.5607952,12.8931,0.109,6.2946,3290.7219,35.2688,27.1700740359,3347.0975242275,0,1.0246,0,1.1422,62.7274319489,22.2777275312,14.72649882,0.3551512765,0.6610413382,0.2347696751,13.0852632199,41.6100553314,35.5754952341,0,0.829611609,24.7611523151,3341.4226376104,0.829611609
76,19.095892,41.6044,35.5554,6.049,3341.1865,25.2815,58.0647688,58.0647688,12.8622,0.119,6.2946,3290.7219,35.2688,27.1700740359,3347.0975242275,0,1.0246,0,1.0243,61.1226836165,20.3161792789,13.17475146,0.3323836271,0.6484856862,0.2155460245,13.0832580432,41.5882624005,35.5585418307,0,0.8291938436,24.8540784859,3344.0988918914,0.8291938436
77,19.337498,41.762,35.7735,5.9885,3341.1865,25.2815,60.3489528,60.3489528,12.8581,0.108,6.2946,3290.7219,35.2688,27.1771300432,3347.2969496875,0,1.0246,0,1.0733,60.4573503386,21.1153883795,13.80059873,0.3492608965,0.6535801512,0.2282699895,13.0825867934,41.5625891867,35.5361700673,0,0.8291871042,24.9523465844,3346.0774753802,0.8291871042
78,19.581994,41.8286,35.8156,6.013,3343.5954,25.6039,59.0110736,59.0110736,12.8912,0.123,6.2946,3290.7219,35.2688,27.1771300432,3347.2969496875,0,1.0246,0,1.0446,61.5011955273,20.6621662911,13.46614752,0.3359636526,0.651729704,0.2189574919,13.0832119311,41.5478202216,35.5184893717,0,0.8301895938,25.0536551131,3344.7930776584,0.8301895938
79,19.813712,41.4596,35.3403,6.1193,3343.5954,25.6039,59.449264,59.449264,12.8619,0.109,6.2946,3290.7219,35.2688,27.1771300432,3347.2969496875,0,1.0246,0,1.054,62.6851102474,20.8155944929,13.5564426,0.3320660107,0.6512637727,0.2162625629,13.0847496647,41.5560778101,35.5187459088,0,0.8326144693,25.1558222055,3341.781074883,0.8326144693
80,20.046132,41.7742,35.5932,6.181,3342.6113,25.5486,61.0994704,61.0994704,12.8613,0.123,6.2946,3290.7219,35.2688,27.1693996864,3347.5432760988,0,1.0246,0,1.0894,63.2354199061,21.387101984,14.01110022,0.3382139632,0.6551191569,0.2215704464,13.0865813637,41.589439754,35.543577125,0,0.8365033499,25.2568186987,3341.017416081,0.8365033499
81,20.302887,41.5897,35.4228,6.1669,3342.6113,25.5486,55.9623872,55.9623872,12.8956,0.11,6.2946,3290.7219,35.2688,27.1693996864,3347.5432760988,0,1.0246,0,0.9792,63.0787205352,19.5889305501,12.62737152,0.3105473666,0.6446177083,0.2001843318,13.0880497007,41.6367869772,35.5837068509,0,0.8415322297,25.3547987973,3342.8681428489,0.8415322297
82,20.521186,41.3679,35.4778,5.8901,3346.2695,25.6138,60.171812,60.171812,12.8702,0.121,6.2946,3290.7219,35.2688,27.1693996864,3347.5432760988,0,1.0246,0,1.0695,60.1556493299,21.085437783,13.7646789,0.3505146735,0.6528049852,0.2288177262,13.0886326351,41.679101058,35.6172192798,0,0.8471039092,25.4481248615,3344.1917826597,0.8471039092
83,20.762942,41.4498,35.4613,5.9885,3346.2695,25.6138,59.2814464,59.2814464,12.8714,0.11,6.2946,3290.7219,35.2688,27.145580383,3346.934896295,0,1.0246,0,1.0504,61.2520016653,20.7734354045,13.52011856,0.3391470456,0.6508369125,0.2207294161,13.0880683852,41.6984784255,35.6240752588,0,0.852449267,25.5353847845,3343.9779719642,0.852449267
84,21.01243,41.586,35.592,5.994,3342.1616,25.6196,55.113976,55.113976,12.8846,0.123,6.2946,3290.7219,35.2688,27.145580383,3346.934896295,0,1.0246,0,0.961,61.3271653276,19.2893594152,12.3821006,0.3145320563,0.64191352,0.2019023794,13.0863922132,41.6841392562,35.5983447534,0,0.8567716313,25.6154028955,3344.167012966,0.8567716313
85,21.238054,41.6483,35.6843,5.964,3342.1616,25.6196,58.5029592,58.5029592,12.9189,0.109,6.2946,3290.7219,35.2688,27.145580383,3346.934896295,0,1.0246,0,1.0337,60.9928358782,20.4754708109,13.35426693,0.3357028824,0.6522080519,0.218948123,13.0838864187,41.6372788096,35.5509557889,0,0.8593934285,25.6872451465,3345.0572205096,0.8593934285
86,21.471416,41.5762,35.4014,6.1748,3345.2836,25.519,57.095156,57.095156,12.9047,0.124,6.2946,3290.7219,35.2688,27.1315880582,3345.104445924,0,1.0246,0,1.0035,63.0933334136,20.0014196939,12.94986645,0.3170132027,0.6474473636,0.2052493623,13.0810214072,41.5740588968,35.5038204798,0,0.8598176826,25.7502185169,3344.6721382356,0.8598176826
87,21.732321,41.2964,35.3708,5.9256,3345.2836,25.519,58.3817576,58.3817576,12.9101,0.108,6.2946,3290.7219,35.2688,27.1315880582,3345.104445924,0,1.0246,0,1.0311,60.3270751556,20.4521384655,13.31160411,0.3390208859,0.650866125,0.2206572103,13.0784099264,41.5191129734,35.4772404901,0,0.8577750701,25.8038644373,3343.138820251,0.8577750701
88,21.9466,41.5231,35.2914,6.2317,3352.6479,25.6976,57.3841752,57.3841752,13.0186,0.121,6.2946,3290.7219,35.2688,27.1315880582,3345.104445924,0,1.0246,0,1.0097,64.1709472608,20.1469220832,13.14488042,0.3139570622,0.6524510476,0.2048416142,13.0767366271,41.4900381408,35.4764162825,0,0.8533195311,25.8479467466,3343.2813449434,0.8533195311
