,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
,,,,,,,,,,,,,,,,,,5.6791417791,,,,,,,,,,,2.5262343133,,2798.9644476667,2498.9644476667
,,,,,,,,,,,,,,,,,,5.6791417791,,,,,,,,,,,2.518268299,,2817.3005114748,2517.3005114748
,,,,,,,,,,,,,,,,,,5.6384034854,,,,,,,,,,,2.5110698227,,2837.5513750222,2537.5513750222
,,,,,,,,,,,,,,,,,,5.6384034854,,,,,,,,,,,2.5044536431,,2856.470295509,2556.470295509
,,,,,,,,,,,,,,,,,,5.6384034854,,,,,,,,,,,2.498134875,,2860.3419973774,2560.3419973774
,,,,,,,,,,,,,,,,,,5.5968859957,,,,,,,,,,,2.4916464638,,2852.1203315012,2552.1203315012
,,,,,,,,,,,,,,,,,,5.5968859957,,,,,,,,,,,2.4842983906,,2851.6885628417,2551.6885628417
,,,,,,,,,,,,,,,,,,5.5968859957,,,,,,,,,,,2.4753463517,,2868.3062854,2568.3062854
,,,,,,,,,,,,,,,,,,5.5546314054,,,,,,,,,,,2.4643025804,,2892.5532101695,2592.5532101695
,,,,,,,,,,,,,,,,,,5.5546314054,,,,,,,,,,,2.4511388408,,2913.2949905613,2613.2949905613
,,,,,,,,,,,,,,,,,,5.5546314054,,,,,,,,,,,2.4362754632,,2928.9088362682,2628.9088362682
,,,,,,,,,,,,,,,,,,5.511503395,,,,,,,,,,,2.4204525629,,2942.292834944,2642.292834944
,,,,,,,,,,,,,,,,,,5.511503395,,,,,,,,,,,2.4046071502,,2953.5459359956,2653.5459359956
,,,,,,,,,,,,,,,,,,5.511503395,,,,,,,,,,,2.3897775638,,2960.5495338312,2660.5495338312
,,,,,,,,,,,,,,,,,,5.4678781933,,,,,,,,,,,2.3769260926,,2964.5901166824,2664.5901166824
,,,,,,,,,,,,,,,,,,5.4678781933,,,,,,,,,,,2.3666327652,,2973.6668956504,2673.6668956504
,,,,,,,,,,,,,,,,,,5.4678781933,,,,,,,,,,,2.3588287429,,2993.9703547682,2693.9703547682
,,,,,,,,,,,,,,,,,,5.4224565111,,,,,,,,,,,2.3527762273,,3016.6317198288,2716.6317198288
,,,,,,,,,,,,,,,,,,5.4224565111,,,,,,,,,,,2.3473309453,,3026.0005820862,2726.0005820862
,,,,,,,,,,,,,,,,,,5.4224565111,,,,,,,,,,,2.3413496985,,3021.8176334376,2721.8176334376
,,,,,,,,,,,,,,,,,,5.3743256595,,,,,,,,,,,2.3340410581,,3018.3549758505,2718.3549758505
,,,,,,,,,,,,,,,,,,5.3743256595,,,,,,,,,,,2.3251551731,,3024.3903187956,2724.3903187956
,,,,,,,,,,,,,,,,,,5.3743256595,,,,,,,,,,,2.3150649885,,3035.5020186114,2735.5020186114
,,,,,,,,,,,,,,,,,,5.324099746,,,,,,,,,,,2.3047198434,,3042.2870031902,2742.2870031902
,,,,,,,,,,,,,,,,,,5.324099746,,,,,,,,,,,2.2953047824,,3040.797460546,2740.797460546
,,,,,,,,,,,,,,,,,,5.324099746,,,,,,,,,,,2.2876900545,,3036.1540655749,2736.1540655749
,,,,,,,,,,,,,,,,,,5.2720003327,,,,,,,,,,,2.2821032422,,3035.0098116955,2735.0098116955
,,,,,,,,,,,,,,,,,,5.2720003327,,,,,,,,,,,2.2782612836,,3035.9755838427,2735.9755838427
,,,,,,,,,,,,,,,,,,5.2720003327,,,,,,,,,,,2.2757292201,,3033.407545422,2733.407545422
,,,,,,,,,,,,,,,,,,5.2170005589,,,,,,,,,,,2.274138765,,3028.7414439651,2728.7414439651
,,,,,,,,,,,,,,,,,,5.2170005589,,,,,,,,,,,2.2731553578,,3028.233529036,2728.233529036
,,,,,,,,,,,,,,,,,,5.2170005589,,,,,,,,,,,2.2724074939,,3029.9400655813,2729.9400655813
,,,,,,,,,,,,,,,,,,5.1596068864,,,,,,,,,,,2.2715961795,,3025.6971155024,2725.6971155024
,,,,,,,,,,,,,,,,,,5.1596068864,,,,,,,,,,,2.2706817131,,3016.6618245005,2716.6618245005
,,,,,,,,,,,,,,,,,,5.1596068864,,,,,,,,,,,2.2698963062,,3013.4962328908,2713.4962328908
,,,,,,,,,,,,,,,,,,5.1018552633,,,,,,,,,,,2.2695288125,,3021.2030910142,2721.2030910142
,,,,,,,,,,,,,,,,,,5.1018552633,,,,,,,,,,,2.2696658298,,3033.5542192602,2733.5542192602
,,,,,,,,,,,,,,,,,,5.1018552633,,,,,,,,,,,2.2701283201,,3040.5616505681,2740.5616505681
,,,,,,,,,,,,,,,,,,5.0458045776,,,,,,,,,,,2.2706363853,,3036.7966234873,2736.7966234873
,,,,,,,,,,,,,,,,,,5.0458045776,,,,,,,,,,,2.2710137027,,3023.4407778326,2723.4407778326
,,,,,,,,,,,,,,,,,,5.0458045776,,,,,,,,,,,2.2713521796,,3004.5363659341,2704.5363659341
,,,,,,,,,,,,,,,,,,4.9895647899,,,,,,,,,,,2.2721504655,,2983.823445988,2683.823445988
,,,,,,,,,,,,,,,,,,4.9895647899,,,,,,,,,,,2.2742521254,,2964.8632693344,2664.8632693344
,,,,,,,,,,,,,,,,,,4.9895647899,,,,,,,,,,,2.278490879,,2951.9006099726,2651.9006099726
,,,,,,,,,,,,,,,,,,4.9357459384,,,,,,,,,,,2.2853299142,,2946.6469047435,2646.6469047435
,,,,,,,,,,,,,,,,,,4.9357459384,,,,,,,,,,,2.2947579696,,2942.7289446508,2642.7289446508
,,,,,,,,,,,,,,,,,,4.9357459384,,,,,,,,,,,2.3063664413,,2931.0416592562,2631.0416592562
,,,,,,,,,,,,,,,,,,4.8847836825,,,,,,,,,,,2.3194833154,,2912.3552999094,2612.3552999094
,,,,,,,,,,,,,,,,,,4.8847836825,,,,,,,,,,,2.3333425229,,2896.3625266505,2596.3625266505
,,,,,,,,,,,,,,,,,,4.8847836825,,,,,,,,,,,2.3471891364,,2889.7518466175,2589.7518466175
,,,,,,,,,,,,,,,,,,4.8354005921,,,,,,,,,,,2.3602296794,,2891.2280774034,2591.2280774034
,,,,,,,,,,,,,,,,,,4.8354005921,,,,,,,,,,,2.3715706399,,2895.5526945612,2595.5526945612
,,,,,,,,,,,,,,,,,,4.8354005921,,,,,,,,,,,2.3803545819,,2898.589917734,2598.589917734
,,,,,,,,,,,,,,,,,,4.7925161719,,,,,,,,,,,2.3860843056,,2898.3393798534,2598.3393798534
,,,,,,,,,,,,,,,,,,4.7925161719,,,,,,,,,,,2.3889103445,,2893.2188753075,2593.2188753075
,,,,,,,,,,,,,,,,,,4.7925161719,,,,,,,,,,,2.3896444542,,2881.3396291046,2581.3396291046
,,,,,,,,,,,,,,,,,,4.7576024984,,,,,,,,,,,2.3894742074,,2863.3581196005,2563.3581196005
,,,,,,,,,,,,,,,,,,4.7576024984,,,,,,,,,,,2.3895666301,,2846.4032799269,2546.4032799269
,,,,,,,,,,,,,,,,,,4.7576024984,,,,,,,,,,,2.390768441,,2839.1353036229,2539.1353036229
,,,,,,,,,,,,,,,,,,4.7233260021,,,,,,,,,,,2.3935302077,,2841.4598475131,2541.4598475131
,,,,,,,,,,,,,,,,,,4.7233260021,,,,,,,,,,,2.398006868,,2846.0447677935,2546.0447677935
,,,,,,,,,,,,,,,,,,4.7233260021,,,,,,,,,,,2.4041119422,,2848.8593186099,2548.8593186099
,,,,,,,,,,,,,,,,,,4.6871492828,,,,,,,,,,,2.4114744556,,2851.2814714097,2551.2814714097
,,,,,,,,,,,,,,,,,,4.6871492828,,,,,,,,,,,2.4195081397,,2853.2874272912,2553.2874272912
,,,,,,,,,,,,,,,,,,4.6871492828,,,,,,,,,,,2.4276095225,,2852.1101226136,2552.1101226136
,,,,,,,,,,,,,,,,,,4.6491548197,,,,,,,,,,,2.435289885,,2848.450320907,2548.450320907
,,,,,,,,,,,,,,,,,,4.6491548197,,,,,,,,,,,2.4422471714,,2846.5702765524,2546.5702765524
,,,,,,,,,,,,,,,,,,4.6491548197,,,,,,,,,,,2.4484387474,,2846.8748238618,2546.8748238618
,,,,,,,,,,,,,,,,,,4.6085830225,,,,,,,,,,,2.4539989754,,2845.3891513704,2545.3891513704
,,,,,,,,,,,,,,,,,,4.6085830225,,,,,,,,,,,2.4589519957,,2841.1242637706,2541.1242637706
,,,,,,,,,,,,,,,,,,4.6085830225,,,,,,,,,,,2.4629826866,,2836.6705319393,2536.6705319393
,,,,,,,,,,,,,,,,,,4.5648983987,,,,,,,,,,,2.4654546301,,2830.8504676404,2530.8504676404
,,,,,,,,,,,,,,,,,,4.5648983987,,,,,,,,,,,2.4656090252,,2820.0266333607,2520.0266333607
,,,,,,,,,,,,,,,,,,4.5648983987,,,,,,,,,,,2.4628717378,,2808.495863896,2508.495863896
,,,,,,,,,,,,,,,,,,4.5142690167,,,,,,,,,,,2.4571634738,,2805.5013431358,2505.5013431358
,,,,,,,,,,,,,,,,,,4.5142690167,,,,,,,,,,,2.4490141323,,2809.9259315113,2509.9259315113
,,,,,,,,,,,,,,,,,,4.5142690167,,,,,,,,,,,2.4394844809,,2811.5523186523,2511.5523186523
,,,,,,,,,,,,,,,,,,4.4560837081,,,,,,,,,,,2.4300481778,,2807.8782768228,2507.8782768228
,,,,,,,,,,,,,,,,,,4.4560837081,,,,,,,,,,,2.4223706924,,2806.6668778711,2506.6668778711
,,,,,,,,,,,,,,,,,,4.4560837081,,,,,,,,,,,2.4178735481,,2812.7314902149,2512.7314902149
,,,,,,,,,,,,,,,,,,4.3926515779,,,,,,,,,,,2.4172762166,,2821.8416720002,2521.8416720002
,,,,,,,,,,,,,,,,,,4.3926515779,,,,,,,,,,,2.4204264554,,2826.6280522727,2526.6280522727
,,,,,,,,,,,,,,,,,,4.3926515779,,,,,,,,,,,2.4264706294,,2824.59415656,2524.59415656
,,,,,,,,,,,,,,,,,,4.3308552916,,,,,,,,,,,2.4341612645,,2820.904046977,2520.904046977
,,,,,,,,,,,,,,,,,,4.3308552916,,,,,,,,,,,2.4421228048,,2820.6228955822,2520.6228955822
,,,,,,,,,,,,,,,,,,4.3308552916,,,,,,,,,,,2.4490538621,,2818.3059424604,2518.3059424604
,,,,,,,,,,,,,,,,,,4.2810245167,,,,,,,,,,,2.4538911998,,2806.3735309211,2506.3735309211
,,,,,,,,,,,,,,,,,,4.2810245167,,,,,,,,,,,2.4559061644,,2794.6782767537,2494.6782767537
,,,,,,,,,,,,,,,,,,4.2810245167,,,,,,,,,,,2.4547435859,,2802.1820009502,2502.1820009502
,,,,,,,,,,,,,,,,,,4.2452371508,,,,,,,,,,,2.4504670148,,2827.9368424395,2527.9368424395
,,,,,,,,,,,,,,,,,,4.2452371508,,,,,,,,,,,2.4435687845,,2850.1029994605,2550.1029994605
,,,,,,,,,,,,,,,,,,4.2452371508,,,,,,,,,,,2.4348645612,,2850.4139725803,2550.4139725803
,,,,,,,,,,,,,,,,,,4.2171731626,,,,,,,,,,,2.4252928219,,2831.1636325579,2531.1636325579
,,,,,,,,,,,,,,,,,,4.2171731626,,,,,,,,,,,2.4156856221,,2815.8911606084,2515.8911606084
,,,,,,,,,,,,,,,,,,4.2171731626,,,,,,,,,,,2.4066287149,,2826.5783614888,2526.5783614888
,,,,,,,,,,,,,,,,,,4.185120685,,,,,,,,,,,2.3984780551,,2856.0755309766,2556.0755309766
,,,,,,,,,,,,,,,,,,4.185120685,,,,,,,,,,,2.3913777231,,2877.6650368478,2577.6650368478
,,,,,,,,,,,,,,,,,,4.185120685,,,,,,,,,,,2.3852025409,,2876.2217533905,2576.2217533905
,,,,,,,,,,,,,,,,,,4.1459725475,,,,,,,,,,,2.3796337542,,2857.6174687637,2557.6174687637
,,,,,,,,,,,,,,,,,,4.1459725475,,,,,,,,,,,2.3744233014,,2837.1085183467,2537.1085183467
,,,,,,,,,,,,,,,,,,4.1459725475,,,,,,,,,,,2.3695750944,,2825.1255471628,2525.1255471628
,,,,,,,,,,,,,,,,,,4.1019744111,,,,,,,,,,,2.3652636633,,2821.4269654854,2521.4269654854
,,,,,,,,,,,,,,,,,,4.1019744111,,,,,,,,,,,2.3615923597,,2822.9467446657,2522.9467446657
,,,,,,,,,,,,,,,,,,4.1019744111,,,,,,,,,,,2.3584063362,,2834.2561675779,2534.2561675779
,,,,,,,,,,,,,,,,,,4.0543265078,,,,,,,,,,,2.3553120158,,2861.1260024074,2561.1260024074
,,,,,,,,,,,,,,,,,,4.0543265078,,,,,,,,,,,2.3518646666,,2894.4522248021,2594.4522248021
,,,,,,,,,,,,,,,,,,4.0543265078,,,,,,,,,,,2.3477797175,,2915.3325348066,2615.3325348066
,,,,,,,,,,,,,,,,,,4.0057800154,,,,,,,,,,,2.3430740133,,2916.1354933071,2616.1354933071
,,,,,,,,,,,,,,,,,,4.0057800154,,,,,,,,,,,2.3380789173,,2904.7766226436,2604.7766226436
,,,,,,,,,,,,,,,,,,4.0057800154,,,,,,,,,,,2.3333201102,,2892.1592151395,2592.1592151395
,,,,,,,,,,,,,,,,,,3.9591284252,,,,,,,,,,,2.3292968104,,2884.5856493905,2584.5856493905
,,,,,,,,,,,,,,,,,,3.9591284252,,,,,,,,,,,2.3262062598,,2887.1789465536,2587.1789465536
,,,,,,,,,,,,,,,,,,3.9591284252,,,,,,,,,,,2.3237901119,,2903.537108126,2603.537108126
,,,,,,,,,,,,,,,,,,3.9209923486,,,,,,,,,,,2.3214514522,,2927.0831040769,2627.0831040769
,,,,,,,,,,,,,,,,,,3.9209923486,,,,,,,,,,,2.3185056486,,2945.7222185114,2645.7222185114
,,,,,,,,,,,,,,,,,,3.9209923486,,,,,,,,,,,2.3143587946,,2958.9698557371,2658.9698557371
,,,,,,,,,,,,,,,,,,3.8964994057,,,,,,,,,,,2.3085867144,,2974.9017863764,2674.9017863764
,,,,,,,,,,,,,,,,,,3.8964994057,,,,,,,,,,,2.3009533103,,2989.2745024332,2689.2745024332
,,,,,,,,,,,,,,,,,,3.8964994057,,,,,,,,,,,2.2913906338,,2988.3488121161,2688.3488121161
,,,,,,,,,,,,,,,,,,3.8822858473,,,,,,,,,,,2.2800009387,,2973.9522128449,2673.9522128449
,,,,,,,,,,,,,,,,,,3.8822858473,,,,,,,,,,,2.2671010357,,2963.6876546306,2663.6876546306
,,,,,,,,,,,,,,,,,,3.8822858473,,,,,,,,,,,2.2532096252,,2966.0056958372,2666.0056958372
,,,,,,,,,,,,,,,,,,3.8678254286,,,,,,,,,,,2.2389234128,,2972.8988439194,2672.8988439194
,,,,,,,,,,,,,,,,,,3.8678254286,,,,,,,,,,,2.2248166583,,2975.1321266261,2675.1321266261
,,,,,,,,,,,,,,,,,,3.8678254286,,,,,,,,,,,2.2115012586,,2972.6542561907,2672.6542561907
,,,,,,,,,,,,,,,,,,3.8468547655,,,,,,,,,,,2.1997574762,,2970.6245547533,2670.6245547533
,,,,,,,,,,,,,,,,,,3.8468547655,,,,,,,,,,,2.1905195203,,2971.1779418055,2671.1779418055
,,,,,,,,,,,,,,,,,,3.8468547655,,,,,,,,,,,2.1846393411,,2970.9464256593,2670.9464256593
,,,,,,,,,,,,,,,,,,3.8227773247,,,,,,,,,,,2.1825638832,,2966.5339381393,2666.5339381393
,,,,,,,,,,,,,,,,,,3.8227773247,,,,,,,,,,,2.1841333333,,2960.4621957862,2660.4621957862
,,,,,,,,,,,,,,,,,,3.8227773247,,,,,,,,,,,2.1886222718,,2957.215680524,2657.215680524
,,,,,,,,,,,,,,,,,,3.8005248169,,,,,,,,,,,2.1950147763,,2954.3459341694,2654.3459341694
,,,,,,,,,,,,,,,,,,3.8005248169,,,,,,,,,,,2.202415306,,2944.3578583569,2644.3578583569
,,,,,,,,,,,,,,,,,,3.8005248169,,,,,,,,,,,2.2103564708,,2924.5702972353,2624.5702972353
,,,,,,,,,,,,,,,,,,3.7832467803,,,,,,,,,,,2.2187153482,,2899.8255199892,2599.8255199892
,,,,,,,,,,,,,,,,,,3.7832467803,,,,,,,,,,,2.2273456182,,2877.5710905298,2577.5710905298
,,,,,,,,,,,,,,,,,,3.7832467803,,,,,,,,,,,2.2358654589,,2861.7747498586,2561.7747498586
,,,,,,,,,,,,,,,,,,3.7710186973,,,,,,,,,,,2.2436795299,,2849.8738713223,2549.8738713223
,,,,,,,,,,,,,,,,,,3.7710186973,,,,,,,,,,,2.249981396,,2837.4546495452,2537.4546495452
,,,,,,,,,,,,,,,,,,3.7710186973,,,,,,,,,,,2.2537736897,,2825.4540838089,2525.4540838089
,,,,,,,,,,,,,,,,,,3.759656322,,,,,,,,,,,2.2541501901,,2817.7743772893,2517.7743772893
,,,,,,,,,,,,,,,,,,3.759656322,,,,,,,,,,,2.2507744643,,2812.767634084,2512.767634084
,,,,,,,,,,,,,,,,,,3.759656322,,,,,,,,,,,2.2441653859,,2805.0148799356,2505.0148799356
,,,,,,,,,,,,,,,,,,3.738351488,,,,,,,,,,,2.2355417541,,2795.6012672357,2495.6012672357
,,,,,,,,,,,,,,,,,,3.738351488,,,,,,,,,,,2.2263935134,,2791.1095459616,2491.1095459616
,,,,,,,,,,,,,,,,,,3.738351488,,,,,,,,,,,2.2180950421,,2792.1618270368,2492.1618270368
,,,,,,,,,,,,,,,,,,3.7073089256,,,,,,,,,,,2.2117149615,,2792.7522523407,2492.7522523407
,,,,,,,,,,,,,,,,,,3.7073089256,,,,,,,,,,,2.2080068638,,2790.8385214117,2490.8385214117
,,,,,,,,,,,,,,,,,,3.7073089256,,,,,,,,,,,2.2074536172,,2790.4318009743,2490.4318009743
,,,,,,,,,,,,,,,,,,3.6827044324,,,,,,,,,,,2.2102265309,,2793.1974241093,2493.1974241093
,,,,,,,,,,,,,,,,,,3.6827044324,,,,,,,,,,,2.2160779443,,2795.583778207,2495.583778207
,,,,,,,,,,,,,,,,,,3.6827044324,,,,,,,,,,,2.2243407677,,2794.5356203588,2494.5356203588
,,,,,,,,,,,,,,,,,,3.6746512854,,,,,,,,,,,2.2341258252,,2790.802375893,2490.802375893
,,,,,,,,,,,,,,,,,,3.6746512854,,,,,,,,,,,2.2445978997,,2786.2594565668,2486.2594565668
,,,,,,,,,,,,,,,,,,3.6746512854,,,,,,,,,,,2.2551473576,,2781.4905982381,2481.4905982381
,,,,,,,,,,,,,,,,,,3.6762463863,,,,,,,,,,,2.2653474048,,2776.9231932367,2476.9231932367
,,,,,,,,,,,,,,,,,,3.6762463863,,,,,,,,,,,2.2747446162,,2775.191609657,2475.191609657
,,,,,,,,,,,,,,,,,,3.6762463863,,,,,,,,,,,2.2827116043,,2782.0290794084,2482.0290794084
,,,,,,,,,,,,,,,,,,3.6796916288,,,,,,,,,,,2.2885250119,,2799.9886645023,2499.9886645023
,,,,,,,,,,,,,,,,,,3.6796916288,,,,,,,,,,,2.2915909243,,2819.0675562878,2519.0675562878
,,,,,,,,,,,,,,,,,,3.6796916288,,,,,,,,,,,2.291654432,,2825.7236535383,2525.7236535383
,,,,,,,,,,,,,,,,,,3.6839622627,,,,,,,,,,,2.2888834622,,2823.6115617171,2523.6115617171
,,,,,,,,,,,,,,,,,,3.6839622627,,,,,,,,,,,2.2838260539,,2829.7102087838,2529.7102087838
,,,,,,,,,,,,,,,,,,3.6839622627,,,,,,,,,,,2.2772862075,,2851.2492702004,2551.2492702004
,,,,,,,,,,,,,,,,,,3.6884696753,,,,,,,,,,,2.2700575022,,2879.0597419342,2579.0597419342
,,,,,,,,,,,,,,,,,,3.6884696753,,,,,,,,,,,2.2625674476,,2899.0908845321,2599.0908845321
,,,,,,,,,,,,,,,,,,3.6884696753,,,,,,,,,,,2.2547676605,,2905.4906535905,2605.4906535905
,,,,,,,,,,,,,,,,,,3.6891431345,,,,,,,,,,,2.2463713615,,2905.6412777604,2605.6412777604
,,,,,,,,,,,,,,,,,,3.6891431345,,,,,,,,,,,2.2371104913,,2911.2766726649,2611.2766726649
,,,,,,,,,,,,,,,,,,3.6891431345,,,,,,,,,,,2.2268519952,,2926.5796742962,2626.5796742962
,,,,,,,,,,,,,,,,,,3.683914888,,,,,,,,,,,2.2156710788,,2946.323434387,2646.323434387
,,,,,,,,,,,,,,,,,,3.683914888,,,,,,,,,,,2.2038443996,,2959.8640895737,2659.8640895737
,,,,,,,,,,,,,,,,,,3.683914888,,,,,,,,,,,2.1917396348,,2960.0787504502,2660.0787504502
,,,,,,,,,,,,,,,,,,3.6729833084,,,,,,,,,,,2.1797306757,,2953.0391596949,2653.0391596949
,,,,,,,,,,,,,,,,,,3.6729833084,,,,,,,,,,,2.1681841751,,2950.9044014333,2650.9044014333
,,,,,,,,,,,,,,,,,,3.6729833084,,,,,,,,,,,2.1574738751,,2955.089228445,2655.089228445
,,,,,,,,,,,,,,,,,,3.6591563137,,,,,,,,,,,2.1479681115,,2957.0955392504,2657.0955392504
,,,,,,,,,,,,,,,,,,3.6591563137,,,,,,,,,,,2.1399472776,,2953.4748781903,2653.4748781903
,,,,,,,,,,,,,,,,,,3.6591563137,,,,,,,,,,,2.1335189472,,2949.7013330966,2649.7013330966
,,,,,,,,,,,,,,,,,,3.6460427574,,,,,,,,,,,2.1285913084,,2951.2288818983,2651.2288818983
,,,,,,,,,,,,,,,,,,3.6460427574,,,,,,,,,,,2.1248720299,,2957.0587512723,2657.0587512723
,,,,,,,,,,,,,,,,,,3.6460427574,,,,,,,,,,,2.1219291974,,2961.1601285549,2661.1601285549
,,,,,,,,,,,,,,,,,,3.6388521682,,,,,,,,,,,2.1193254211,,2959.4050494717,2659.4050494717
,,,,,,,,,,,,,,,,,,3.6388521682,,,,,,,,,,,2.1166973674,,2955.2312774107,2655.2312774107
,,,,,,,,,,,,,,,,,,3.6388521682,,,,,,,,,,,2.1137690269,,2954.8981693127,2654.8981693127
,,,,,,,,,,,,,,,,,,3.6401215808,,,,,,,,,,,2.1104283519,,2958.1907008658,2658.1907008658
,,,,,,,,,,,,,,,,,,3.6401215808,,,,,,,,,,,2.1068732714,,2959.4790748993,2659.4790748993
,,,,,,,,,,,,,,,,,,3.6401215808,,,,,,,,,,,2.1036979002,,2956.2197145496,2656.2197145496
,,,,,,,,,,,,,,,,,,3.6454446319,,,,,,,,,,,2.1017753804,,2951.187573109,2651.187573109
,,,,,,,,,,,,,,,,,,3.6454446319,,,,,,,,,,,2.1019256087,,2947.8780063653,2647.8780063653
,,,,,,,,,,,,,,,,,,3.6454446319,,,,,,,,,,,2.1045913366,,2947.3965013316,2647.3965013316
,,,,,,,,,,,,,,,,,,3.6473227666,,,,,,,,,,,2.109713595,,2949.5590773396,2649.5590773396
,,,,,,,,,,,,,,,,,,3.6473227666,,,,,,,,,,,2.1167426536,,2953.8626651386,2653.8626651386
,,,,,,,,,,,,,,,,,,3.6473227666,,,,,,,,,,,2.1246953918,,2957.9907905484,2657.9907905484
,,,,,,,,,,,,,,,,,,3.6418448745,,,,,,,,,,,2.1323209818,,2958.8625466487,2658.8625466487
,,,,,,,,,,,,,,,,,,3.6418448745,,,,,,,,,,,2.1384323887,,2956.6959652339,2656.6959652339
,,,,,,,,,,,,,,,,,,3.6418448745,,,,,,,,,,,2.1422755776,,2954.6901307586,2654.6901307586
,,,,,,,,,,,,,,,,,,3.6323322547,,,,,,,,,,,2.1436977824,,2954.5854444554,2654.5854444554
,,,,,,,,,,,,,,,,,,3.6323322547,,,,,,,,,,,2.1430546793,,2955.3453865807,2655.3453865807
,,,,,,,,,,,,,,,,,,3.6323322547,,,,,,,,,,,2.1410288249,,2955.6448484946,2655.6448484946
,,,,,,,,,,,,,,,,,,3.6243298982,,,,,,,,,,,2.1384740895,,2955.1644913906,2655.1644913906
,,,,,,,,,,,,,,,,,,3.6243298982,,,,,,,,,,,2.1362568986,,2953.2530566474,2653.2530566474
,,,,,,,,,,,,,,,,,,3.6243298982,,,,,,,,,,,2.1350928767,,2949.3519244451,2649.3519244451
,,,,,,,,,,,,,,,,,,3.6200252773,,,,,,,,,,,2.1354263514,,2945.9194067831,2645.9194067831
,,,,,,,,,,,,,,,,,,3.6200252773,,,,,,,,,,,2.1373661928,,2946.5682724205,2646.5682724205
,,,,,,,,,,,,,,,,,,3.6200252773,,,,,,,,,,,2.1406522257,,2950.0745653655,2650.0745653655
,,,,,,,,,,,,,,,,,,3.616834395,,,,,,,,,,,2.1446503004,,2951.6666838967,2651.6666838967
,,,,,,,,,,,,,,,,,,3.616834395,,,,,,,,,,,2.1484482628,,2950.5106328731,2650.5106328731
,,,,,,,,,,,,,,,,,,3.616834395,,,,,,,,,,,2.1511187379,,2950.4366153083,2650.4366153083
,,,,,,,,,,,,,,,,,,3.6127941749,,,,,,,,,,,2.1520532679,,2953.8431844874,2653.8431844874
,,,,,,,,,,,,,,,,,,3.6127941749,,,,,,,,,,,2.1511607134,,2958.4297298679,2658.4297298679
,,,,,,,,,,,,,,,,,,3.6127941749,,,,,,,,,,,2.1488594923,,2958.8911422636,2658.8911422636
,,,,,,,,,,,,,,,,,,3.6106605438,,,,,,,,,,,2.1459387488,,2950.3728494193,2650.3728494193
,,,,,,,,,,,,,,,,,,3.6106605438,,,,,,,,,,,2.1433266825,,2930.2792672748,2630.2792672748
,,,,,,,,,,,,,,,,,,3.6106605438,,,,,,,,,,,2.1418246438,,2901.0332336206,2601.0332336206
,,,,,,,,,,,,,,,,,,3.615815363,,,,,,,,,,,2.1419431395,,2874.6484573933,2574.6484573933
,,,,,,,,,,,,,,,,,,3.615815363,,,,,,,,,,,2.1438944727,,2864.7136865235,2564.7136865235
,,,,,,,,,,,,,,,,,,3.615815363,,,,,,,,,,,2.1476655843,,2869.9704546478,2569.9704546478
,,,,,,,,,,,,,,,,,,3.6338370717,,,,,,,,,,,2.1530826913,,2876.6965159427,2576.6965159427
,,,,,,,,,,,,,,,,,,3.6338370717,,,,,,,,,,,2.1598494594,,2875.671218677,2575.671218677
,,,,,,,,,,,,,,,,,,3.6338370717,,,,,,,,,,,2.1675746942,,2868.5549326657,2568.5549326657
,,,,,,,,,,,,,,,,,,3.6631693926,,,,,,,,,,,2.1757911475,,2861.5732311084,2561.5732311084
,,,,,,,,,,,,,,,,,,3.6631693926,,,,,,,,,,,2.1839681028,,2858.3134005331,2558.3134005331
,,,,,,,,,,,,,,,,,,3.6631693926,,,,,,,,,,,2.1915139791,,2858.3722932309,2558.3722932309
,,,,,,,,,,,,,,,,,,3.6955950703,,,,,,,,,,,2.1977763129,,2860.2473600069,2560.2473600069
,,,,,,,,,,,,,,,,,,3.6955950703,,,,,,,,,,,2.2021224026,,2863.0023060994,2563.0023060994
,,,,,,,,,,,,,,,,,,3.6955950703,,,,,,,,,,,2.2041384909,,2865.9536950164,2565.9536950164
,,,,,,,,,,,,,,,,,,3.7270272343,,,,,,,,,,,2.2037978136,,2868.5697168922,2568.5697168922
,,,,,,,,,,,,,,,,,,3.7270272343,,,,,,,,,,,2.2014431958,,2870.5414059811,2570.5414059811
,,,,,,,,,,,,,,,,,,3.7270272343,,,,,,,,,,,2.1975955955,,2871.4960661959,2571.4960661959
,,,,,,,,,,,,,,,,,,3.7591681317,,,,,,,,,,,2.1927236019,,2871.1330373215,2571.1330373215
,,,,,,,,,,,,,,,,,,3.7591681317,,,,,,,,,,,2.1871654078,,2869.8853886969,2569.8853886969
,,,,,,,,,,,,,,,,,,3.7591681317,,,,,,,,,,,2.1812488517,,2868.5473339402,2568.5473339402
,,,,,,,,,,,,,,,,,,3.7929091276,,,,,,,,,,,2.1754326276,,2867.0157133411,2567.0157133411
