,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
1495,351.080517,42.3839,34.9145,7.4694,2764.9177,25.7464,119.4999952,119.4999952,8.188,0.112,8.3030973926,3700,34,24.0880458308,2782.7881086867,5.6161489597,2.4486278453,6.7731723931,2.3422,78.154394946,34.6002083548,19.1779336,0.4427160927,0.5542721998,8.3734829288,42.3030973926,34.8623599494,5.5735,2.2323186152,25.7590040271,2864.8978949789,2564.8978949789
1496,351.331261,42.1957,34.854,7.3417,2764.9177,25.7549,120.1992352,120.1992352,8.1268,0.11,8.3010152977,3700,34,24.0880458308,2782.7881086867,5.6161489597,2.4486278453,6.7796790676,2.3572,76.7495523636,34.8026673562,19.15649296,0.453457594,0.550431746,8.3757410948,42.3010152977,34.8588813687,5.5735,2.230876436,25.7620430223,2863.4057004079,2563.4057004079
1497,351.544509,42.2807,35.0611,7.2196,2767.9553,25.7549,120.6374256,120.6374256,8.1585,0.115,8.3011400751,3700,34,24.0880458308,2782.7881086867,5.6161489597,2.4486278453,6.7796790676,2.3666,75.3816453842,34.967916034,19.3079061,0.4638783865,0.5521606172,8.3755374091,42.3011400751,34.8606883079,5.5735,2.2304239377,25.7651743753,2873.0438347461,2573.0438347461
1498,351.780824,42.2544,34.9261,7.3283,2767.9553,25.7673,120.4835928,120.4835928,8.1834,0.116,8.303322214,3700,34,24.0815795158,2783.3534676572,5.6161489597,2.4486278453,6.7796790676,2.3633,76.636309592,34.92332612,19.33982922,0.4557020857,0.5537797045,8.3726064172,42.303322214,34.8694656828,5.5735,2.2305301442,25.7683215086,2894.4165126198,2594.4165126198
1499,352.034084,42.2012,34.8405,7.3607,2767.7133,25.7673,121.4438824,121.4438824,8.2076,0.119,8.3066574724,3700,34,24.0815795158,2783.3534676572,5.6161489597,2.4486278453,6.7890604638,2.3839,76.9994670417,35.1985976274,19.56609764,0.4571278085,0.5558771928,8.367384265,42.3066574724,34.8849455303,5.5735,2.2303304108,25.7714074321,2918.6272718198,2618.6272718198
1500,352.255977,42.3363,34.8033,7.533,2767.7133,26.0745,121.168848,121.168848,8.1418,0.11,8.309719646,3700,34,24.0815795158,2783.3534676572,5.6161489597,2.4486278453,6.7890604638,2.378,79.8717212172,35.1188832359,19.3612004,0.4396910784,0.551304558,8.3608982098,42.309719646,34.9051549558,5.5735,2.2287463987,25.7743585186,2934.2976556182,2634.2976556182
1501,352.489169,42.3436,34.9676,7.376,2770.2377,26.0745,118.954588,118.954588,8.2043,0.114,8.3110637848,3700,34,24.0481973287,2782.4611405908,5.6161489597,2.4486278453,6.7890604638,2.3305,78.0909969583,34.5085610168,19.12012115,0.4419019139,0.5540689205,8.3545098429,42.3110637848,34.9268627644,5.5735,2.2249831096,25.7771095482,2939.3901129353,2639.3901129353
1502,352.739415,42.2685,34.5632,7.7053,2770.2377,25.6132,124.1196408,124.1196408,8.2847,0.109,8.3098024205,3700,34,24.0481973287,2782.4611405908,5.6161489597,2.4486278453,6.7956533133,2.4413,80.3783473197,36.0069356714,20.22543811,0.4479681018,0.5617095077,8.3495739719,42.3098024205,34.9462125699,5.5735,2.2190287971,25.7796104467,2940.2355759691,2640.2355759691
1503,352.952291,42.321,35.0208,7.3002,2774.8142,25.6132,123.383108,123.383108,8.1735,0.114,8.3059566388,3700,34,24.0481973287,2782.4611405908,5.6161489597,2.4486278453,6.7956533133,2.4255,75.8649130989,35.8523998769,19.82482425,0.4725820991,0.5529566868,8.3472028463,42.3059566388,34.9595143599,5.5735,2.2117660158,25.7818310767,2941.4390002859,2641.4390002859
1504,353.189847,42.1884,34.8668,7.3216,2774.8142,25.5929,120.702688,120.702688,8.1515,0.116,8.3003321498,3700,34,24.0160521283,2780.1697862099,5.6161489597,2.4486278453,6.7956533133,2.368,76.0430253917,35.0735291609,19.302752,0.46123269,0.5503510044,8.3481547376,42.3003321498,34.9639986797,5.5735,2.2045781204,25.7837593056,2942.3480156145,2642.3480156145
1505,353.439077,42.2843,34.7947,7.4896,2758.8625,25.5929,119.3648088,119.3648088,8.2268,0.111,8.2940334493,3700,34,24.0160521283,2780.1697862099,5.6161489597,2.4486278453,6.7990021541,2.3393,77.9133191091,34.4853771681,19.24495324,0.442612092,0.558061266,8.3526640534,42.2940334493,34.9585084443,5.5735,2.1987912509,25.7853930893,2941.2603727796,2641.2603727796
1506,353.656717,42.1175,34.7404,7.3771,2758.8625,25.9716,120.2924672,120.2924672,8.166,0.116,8.2879405224,3700,34,24.0160521283,2780.1697862099,5.6161489597,2.4486278453,6.7990021541,2.3592,77.7952470415,34.7533845493,19.2652272,0.4467288925,0.5543410361,8.3602746304,42.2879405224,34.9438287023,5.5735,2.1952881177,25.7867321495,2939.0204977855,2639.0204977855
1507,353.895914,42.2868,34.9236,7.3632,2768.4562,25.9716,119.677136,119.677136,8.1814,0.119,8.2823824742,3700,34,24.0265089595,2779.0142053895,5.6161489597,2.4486278453,6.7990021541,2.346,77.6382127356,34.6958444333,19.1935644,0.4468913337,0.553194906,8.3699117021,42.2823824742,34.9222642265,5.5735,2.1943309741,25.7877743076,2938.4073175586,2638.4073175586
1508,354.149395,42.0644,34.8748,7.1896,2768.4562,25.6352,118.3672264,118.3672264,8.1176,0.113,8.2770900737,3700,34,24.0265089595,2779.0142053895,5.6161489597,2.4486278453,6.8025590362,2.3179,74.696764155,34.3160858494,18.81578504,0.4594052532,0.5483080187,8.3801484492,42.2770900737,34.8968562658,5.5735,2.1955596759,25.7885178122,2941.067813113,2641.067813113
1509,354.369364,42.1353,34.821,7.3143,2767.9553,25.6352,119.51398,119.51398,8.2543,0.112,8.2713459289,3700,34,24.0265089595,2779.0142053895,5.6161489597,2.4486278453,6.8025590362,2.3425,76.087306431,34.6422745408,19.33569775,0.4552963716,0.5581532393,8.3894804364,42.2713459289,34.8708525507,5.5735,2.1981406885,25.7889657124,2945.5180553143,2645.5180553143
1510,354.598874,42.3363,34.857,7.4793,2767.9553,25.6132,124.17558,124.17558,8.1326,0.112,8.2642185123,3700,34,24.0695304764,2779.9198963705,5.6161489597,2.4486278453,6.8025590362,2.4425,77.8603613066,35.9934840562,19.8638755,0.4622825203,0.5518742078,8.3966014647,42.2642185123,34.8473509943,5.5735,2.2010088881,25.789126596,2948.6751506782,2648.6751506782
1511,354.875849,42.1469,34.8021,7.3448,2760.3737,25.6132,121.1968176,121.1968176,8.1902,0.113,8.2549520616,3700,34,24.0695304764,2779.9198963705,5.6161489597,2.4486278453,6.80710311,2.3786,76.3618253829,35.0338377752,19.48120972,0.4587873273,0.5560683887,8.4006818509,42.2549520616,34.8288368877,5.5735,2.2031847584,25.7890108504,2948.4485535609,2648.4485535609
1512,355.071321,42.3851,34.909,7.4761,2760.3737,25.8023,117.6819712,117.6819712,8.1586,0.117,8.2434897222,3700,34,24.0695304764,2779.9198963705,5.6161489597,2.4486278453,6.80710311,2.3032,78.3992813759,34.0178163893,18.79088752,0.4339046965,0.552383707,8.4014994869,42.2434897222,34.8167559954,5.5735,2.2041028848,25.7886260946,2944.9773778898,2644.9773778898
1513,355.307233,42.2373,35.0244,7.2129,2766.9707,25.8023,119.6911208,119.6911208,8.1606,0.119,8.2307803896,3700,34,24.0904069303,2781.2246190419,5.6161489597,2.4486278453,6.80710311,2.3463,75.4451803812,34.6812795015,19.14721578,0.4596884695,0.5520908125,8.3993598435,42.2307803896,34.8114381397,5.5735,2.2037492406,25.7879751456,2940.9223935006,2640.9223935006
1514,355.589915,42.2281,34.854,7.3741,2766.9707,25.8163,123.1220584,123.1220584,8.1824,0.11,8.218622285,3700,34,24.0904069303,2781.2246190419,5.6161489597,2.4486278453,6.8071403223,2.4199,77.2963722879,35.675415951,19.80058976,0.4615406247,0.5550205718,8.394918821,42.218622285,34.8124451734,5.5735,2.2024793264,25.7870576111,2938.8599629475,2638.8599629475
1515,355.778416,42.1224,34.8069,7.3155,2769.4765,25.8163,122.1804152,122.1804152,8.1364,0.114,8.2090696377,3700,34,24.0904069303,2781.2246190419,5.6161489597,2.4486278453,6.8071403223,2.3997,76.6383014453,35.4346296861,19.52491908,0.4623618872,0.5510123643,8.3890089791,42.2090696377,34.818990913,5.5735,2.2006667287,25.7858739067,2937.3488832059,2637.3488832059
1516,356.011911,42.3289,34.8754,7.4535,2769.4765,25.5429,123.9984392,123.9984392,8.1977,0.111,8.2036308744,3700,34,24.0702971431,2781.3098011544,5.6161489597,2.4486278453,6.8071403223,2.4387,77.3599971063,35.9618910077,19.99173099,0.4648641721,0.5559143424,8.3824911132,42.2036308744,34.8299835962,5.5735,2.1984738497,25.7844290806,2933.4214365506,2633.4214365506
1517,356.261481,42.1841,34.6799,7.5042,2769.4765,25.5429,114.9642584,114.9642584,8.2792,0.112,8.202751439,3700,34,24.0702971431,2781.3098011544,5.6161489597,2.4486278453,6.8011891283,2.2449,77.9233223276,33.3418078247,18.58597608,0.4278797006,0.5574375624,8.3761678695,42.202751439,34.8437837461,5.5735,2.1958835431,25.7827338222,2929.292405851,2629.292405851
1518,356.483895,42.2801,34.8674,7.4127,2769.4765,25.5149,122.0871832,122.0871832,8.1984,0.114,8.2058888338,3700,34,24.0702971431,2781.3098011544,5.6161489597,2.4486278453,6.8011891283,2.3977,76.8223655913,35.4075906439,19.65730368,0.4609021132,0.5551720217,8.3708199649,42.2058888338,34.8581248824,5.5735,2.1928966013,25.7808014241,2930.5224371946,2630.5224371946
1519,356.712252,42.2177,34.7361,7.4816,2770.9995,25.5149,119.5419496,119.5419496,8.2521,0.111,8.2119233614,3700,34,24.041205886,2780.1219620805,5.6161489597,2.4486278453,6.8011891283,2.3431,77.5870709367,34.6884903224,19.33549551,0.4470911185,0.5574037766,8.3672826223,42.2119233614,34.8703879878,5.5735,2.1897280318,25.7786421449,2937.4260047908,2637.4260047908
1520,356.989866,42.3167,34.6676,7.6491,2770.9995,25.5499,120.21322,120.21322,8.2667,0.114,8.2195512886,3700,34,24.041205886,2780.1219620805,5.6161489597,2.4486278453,6.7956886453,2.3575,79.5550951453,34.8832784855,19.48874525,0.4384795018,0.5586844499,8.3663795896,42.2195512886,34.8781113475,5.5735,2.1868542568,25.776257963,2944.2529575989,2644.2529575989
1521,357.17903,42.1945,34.8375,7.357,2770.9995,25.5499,124.6557248,124.6557248,8.2034,0.11,8.2275821394,3700,34,24.041205886,2780.1219620805,5.6161489597,2.4486278453,6.7956886453,2.4528,76.3086968983,36.1723973703,20.12129952,0.4740271927,0.5562611544,8.3687241217,42.2275821394,34.8794656579,5.5735,2.184800243,25.7736396439,2945.9460002473,2645.9460002473
1522,357.409797,42.2361,34.7581,7.478,2770.9995,25.762,120.7865968,120.7865968,8.1798,0.111,8.2351102966,3700,34,24.0412769238,2779.4182529403,5.6161489597,2.4486278453,6.7956886453,2.3698,78.2981232888,35.0496600414,19.38449004,0.4476436799,0.5530578618,8.3745101662,42.2351102966,34.8735607052,5.5735,2.1837574155,25.7707666613,2942.6033303925,2642.6033303925
1523,357.658027,42.1829,34.8662,7.3167,2770.9995,25.762,116.0970272,116.0970272,8.1915,0.112,8.2414939986,3700,34,24.0412769238,2779.4182529403,5.6161489597,2.4486278453,6.7961551661,2.2692,76.4905539047,33.688848291,18.5881518,0.4404314856,0.5517597883,8.383327375,42.2414939986,34.8606847744,5.5735,2.183349804,25.7676103196,2938.9706843194,2638.9706843194
1524,357.875421,42.5037,35.1167,7.387,2770.9995,25.8959,120.8705056,120.8705056,8.1707,0.111,8.2462815395,3700,34,24.0412769238,2779.4182529403,5.6161489597,2.4486278453,6.7961551661,2.3716,77.6800140869,35.0740085618,19.37763212,0.4515190809,0.5524783997,8.3940822537,42.2462815395,34.8424888988,5.5735,2.1827671812,25.764140145,2939.2937948547,2639.2937948547
1525,358.108731,42.2043,34.8069,7.3974,2774.0502,25.8959,117.7099408,117.7099408,8.2651,0.112,8.2493629361,3700,34,24.0761848451,2781.4134097531,5.6161489597,2.4486278453,6.7961551661,2.3038,77.7971649202,34.1944855855,19.04113738,0.4395338265,0.5568481892,8.4051731294,42.2493629361,34.8220073787,5.5735,2.1811910497,25.7603324472,2942.1990351023,2642.1990351023
1526,358.359302,42.145,34.9505,7.1945,2774.0502,25.6348,120.1013416,120.1013416,8.1567,0.116,8.2511944263,3700,34,24.0761848451,2781.4134097531,5.6161489597,2.4486278453,6.8007203119,2.3551,74.7502381622,34.8891823939,19.20984417,0.4667434279,0.5505959972,8.4149135309,42.2511944263,34.8032923296,5.5735,2.1782525928,25.7561787097,2943.1696477044,2643.1696477044
1527,358.581037,42.2562,34.9652,7.291,2769.4765,25.6348,117.9709904,117.9709904,8.1563,0.108,8.2525601685,3700,34,24.0761848451,2781.4134097531,5.6161489597,2.4486278453,6.8007203119,2.3094,75.8263026036,34.2138169336,18.83615922,0.4512130456,0.5505424682,8.4219729292,42.2525601685,34.7904718726,5.5735,2.1742300551,25.7516906869,2940.8343352231,2640.8343352231
1528,358.809272,42.4743,35.0764,7.3979,2769.4765,25.6697,121.7422248,121.7422248,8.1633,0.114,8.2540047723,3700,34,24.1088310597,2784.9810193068,5.6161489597,2.4486278453,6.8007203119,2.3903,77.1231918011,35.307546188,19.51273599,0.4578071182,0.5526505831,8.4255699672,42.2540047723,34.7866589715,5.5735,2.1698729738,25.7469000579,2937.83397044,2637.83397044
1529,359.087724,42.2605,34.9255,7.335,2764.9177,25.6697,122.2363544,122.2363544,8.2301,0.111,8.255731485,3700,34,24.1088310597,2784.9810193068,5.6161489597,2.4486278453,6.803837678,2.4009,76.4208436037,35.3924979135,19.75964709,0.4631262394,0.5583004381,8.4254319249,42.255731485,34.7933899824,5.5735,2.1660375481,25.7418539039,2937.2023414374,2637.2023414374
1530,359.276187,42.3296,34.9084,7.4212,2764.9177,25.9078,120.6374256,120.6374256,8.1559,0.116,8.2580139264,3700,34,24.1088310597,2784.9810193068,5.6161489597,2.4486278453,6.803837678,2.3666,78.1011335975,34.9295416637,19.30175294,0.447234759,0.5525910739,8.421755292,42.2580139264,34.8105731478,5.5735,2.1634160617,25.7366096949,2939.1376810321,2639.1376810321
1531,359.51373,42.3723,34.9475,7.4248,2764.0043,25.9078,119.7750296,119.7750296,8.1424,0.119,8.2613890417,3700,34,24.0963830656,2786.9659604446,5.6161489597,2.4486278453,6.803837678,2.3481,78.1417044441,34.6683856244,19.11916944,0.4436604739,0.5514871574,8.4152025873,42.2613890417,34.8365365377,5.5735,2.1624528582,25.7312327428,2940.0075238328,2640.0075238328
1532,359.772506,42.2905,34.8974,7.3931,2764.0043,25.656,123.6441576,123.6441576,8.139,0.113,8.2664277298,3700,34,24.0963830656,2786.9659604446,5.6161489597,2.4486278453,6.8051449423,2.4311,77.0284621963,35.7882886792,19.7867229,0.4646112315,0.5528826225,8.4067555448,42.2664277298,34.868180757,5.5735,2.1633191473,25.7257965986,2936.5536204008,2636.5536204008
1533,359.988849,42.1854,34.9151,7.2703,2763.4013,25.656,120.1572808,120.1572808,8.1136,0.112,8.2734192985,3700,34,24.0963830656,2786.9659604446,5.6161489597,2.4486278453,6.8051449423,2.3563,75.6579959385,34.771439196,19.11807568,0.4595871033,0.5498212361,8.3974137847,42.2734192985,34.9014731095,5.5735,2.1658632893,25.7203836873,2931.8441323327,2631.8441323327
1534,360.222393,42.2727,35.0348,7.2379,2763.4013,25.6414,122.6885296,122.6885296,8.1214,0.111,8.2820821138,3700,34,24.0488659061,2785.8846699513,5.6161489597,2.4486278453,6.8051449423,2.4106,75.2535583708,35.5039388261,19.57744684,0.4717908308,0.5514161946,8.3879318629,42.2820821138,34.9322430949,5.5735,2.1696472176,25.7150826872,2932.1722731171,2632.1722731171
1535,360.467882,42.2886,34.9878,7.3008,2764.9177,25.6414,116.810252,116.810252,8.1887,0.114,8.2913921169,3700,34,24.0488659061,2785.8846699513,5.6161489597,2.4486278453,6.8090653134,2.2845,75.9551322523,33.821416063,18.70708515,0.4452815111,0.5531135986,8.3787343127,42.2913921169,34.9570664444,5.5735,2.1741445388,25.7099825871,2938.2611875845,2638.2611875845
1536,360.689227,41.9929,34.8204,7.1725,2764.9177,25.7115,120.0360792,120.0360792,8.1814,0.117,8.2997407543,3700,34,24.0488659061,2785.8846699513,5.6161489597,2.4486278453,6.8090653134,2.3537,74.7278384571,34.7554269225,19.25656118,0.4650934329,0.5540591178,8.3700352953,42.2997407543,34.9739638772,5.5735,2.1789734394,25.705166279,2944.5808510036,2644.5808510036
1537,360.927627,42.2629,35.0299,7.233,2764.0043,25.7115,117.9150512,117.9150512,8.1095,0.118,8.3052735885,3700,34,24.0152329515,2782.5530345408,5.6161489597,2.4486278453,6.8090653134,2.3082,75.4044880458,34.1300225897,18.7183479,0.4526258778,0.5484422945,8.3620655892,42.3052735885,34.9825576653,5.5735,2.1840380787,25.7007059607,2945.7097332508,2645.7097332508
1538,361.180953,41.875,34.6426,7.2324,2764.0043,25.7743,120.9917072,120.9917072,8.1821,0.112,8.306123484,3700,34,24.0152329515,2782.5530345408,5.6161489597,2.4486278453,6.8159289719,2.3742,75.5819355494,35.0205479103,19.42594182,0.4633454761,0.5547012534,8.3551811094,42.306123484,34.9836401654,5.5735,2.1895223669,25.6966610122,2941.0959803369,2641.0959803369
1539,361.39795,42.4701,35.0843,7.3858,2758.1076,25.7743,121.7142552,121.7142552,8.1279,0.114,8.300650089,3700,34,24.0152329515,2782.5530345408,5.6161489597,2.4486278453,6.8159289719,2.3897,77.301796248,35.1545277608,19.42324263,0.4547698691,0.5525104124,8.349758489,42.300650089,34.9785319402,5.5735,2.1956533967,25.6930780704,2935.6438099455,2635.6438099455
1540,361.640743,42.2379,34.6933,7.5446,2758.1076,25.839,121.4159128,121.4159128,8.239,0.11,8.2879853484,3700,34,24.0075663765,2778.3482143243,5.6161489597,2.4486278453,6.8159289719,2.3833,79.2807159171,35.0683580171,19.6360087,0.4423315003,0.5599352183,8.3460520041,42.2879853484,34.9686182391,5.5735,2.2023631676,25.6899926266,2934.8623469736,2634.8623469736
1541,361.881112,42.2129,34.8473,7.3656,2758.1076,25.839,119.816984,119.816984,8.0937,0.116,8.2687944066,3700,34,24.0075663765,2778.3482143243,5.6161489597,2.4486278453,6.8203429416,2.349,77.2688002784,34.6065420466,19.0121013,0.4478721285,0.5493788219,8.3441675002,42.2687944066,34.9551784414,5.5735,2.2091731992,25.68743151,2939.1625649739,2639.1625649739
1542,362.10318,42.2379,34.8839,7.354,2758.1076,25.4613,123.8073136,123.8073136,8.1525,0.115,8.2455538347,3700,34,24.0075663765,2778.3482143243,5.6161489597,2.4486278453,6.8203429416,2.4346,76.0108530355,35.7590623694,19.8480765,0.4704467973,0.5550502498,8.3440755907,42.2455538347,34.9393377277,5.5735,2.2153533188,25.6854152338,2944.5126541497,2644.5126541497
1543,362.339882,42.2843,34.945,7.3393,2766.4355,25.4613,121.168848,121.168848,8.1985,0.11,8.2218887691,3700,34,24.0033909297,2774.9126027907,5.6161489597,2.4486278453,6.8203429416,2.378,75.8480438355,35.102669523,19.496033,0.4628025688,0.5554002948,8.3455570079,42.2218887691,34.9220853301,5.5735,2.2201565221,25.6839578481,2946.6220038264,2646.6220038264
1544,362.58498,42.2868,34.9976,7.2892,2766.4355,25.8192,120.2924672,120.2924672,8.1554,0.11,8.2014965817,3700,34,24.0033909297,2774.9126027907,5.6161489597,2.4486278453,6.8196396233,2.3592,76.3515314246,34.8487816128,19.24021968,0.4564254438,0.55210595,8.3481848267,42.2014965817,34.9045140841,5.5735,2.2230361689,25.6830627931,2942.7285456968,2642.7285456968
1545,362.798718,42.2629,34.9523,7.3106,2763.4013,25.8192,118.5863216,118.5863216,8.1833,0.116,8.1873461733,3700,34,24.0033909297,2774.9126027907,5.6161489597,2.4486278453,6.8196396233,2.3226,76.5918778063,34.31683077,19.00653258,0.4480479099,0.5538545417,8.3514540001,42.1873461733,34.8881359459,5.5735,2.2238513884,25.6827180897,2930.6875052854,2630.6875052854
1546,363.036213,42.3949,35.0635,7.3314,2763.4013,25.6352,122.6465752,122.6465752,8.1525,0.117,8.1812660899,3700,34,24.0057736308,2773.4547779884,5.6161489597,2.4486278453,6.8196396233,2.4097,76.2779902555,35.4917979482,19.64507925,0.4652953995,0.5535103992,8.3549349278,42.1812660899,34.8749112916,5.5735,2.2229519661,25.6828960001,2910.3997041625,2610.3997041625
1547,363.290574,42.1328,34.8216,7.3112,2766.2285,25.6352,120.8145664,120.8145664,8.1485,0.118,8.1838072201,3700,34,24.0057736308,2773.4547779884,5.6161489597,2.4486278453,6.8160407599,2.3704,76.0527380183,34.9974150888,19.3152044,0.46017298,0.5519037435,8.3583124392,42.1838072201,34.8668885251,5.5735,2.2209840896,25.683556723,2887.9151941033,2587.9151941033
1548,363.515453,42.1053,34.7202,7.3851,2766.2285,25.922,118.2833176,118.2833176,8.1305,0.11,8.1942116342,3700,34,24.0057736308,2773.4547779884,5.6161489597,2.4486278453,6.8160407599,2.3161,77.7368822131,34.2641660478,18.83105105,0.4407710352,0.5495843974,8.3613306906,42.1942116342,34.8655298247,5.5735,2.2185770314,25.6846519124,2872.30306444,2572.30306444
1549,363.744712,42.2373,34.9762,7.2611,2761.8867,25.922,122.1524456,122.1524456,8.1433,0.115,8.2103430188,3700,34,24.0234852696,2773.467803427,5.6161489597,2.4486278453,6.8160407599,2.3991,76.3386760086,35.3294309658,19.53659103,0.4627985814,0.5529834615,8.3637201891,42.2103430188,34.8709122004,5.5735,2.2162572435,25.6861275696,2866.9461154989,2566.9461154989
